source,target,person_id,dead,person_name_transcription,named_by,roles,certainty,weight
5560,2806,aad5916a-a099-4fbd-95ec-1fad38fffb1b,0,Ralph de Norton',,,,1
5564,3067,38429155-ea7c-4f7b-80fe-b078318aa97f,0,"Ralph de Stokes, canon of York",,Witness,,1
5565,2520,df886da4-1db9-478d-ae28-45d0ef9deafb,0,Ralph de Walton,,Witness,,1
5566,3145,5840c267-d771-455d-a1fc-17db76d28df1,0,"Ralph Dewy, his brothe",,Principal,,1
5567,2538,fd0ae339-efcc-480d-a344-fd05dcbbcef5,0,"Ralph Don, bailiffs of the king in the city of Hereford",,Witness,,1
5568,3147,fd0ae339-efcc-480d-a344-fd05dcbbcef5,0,Ralph Dun,,Witness,,1
5569,2513,fd0ae339-efcc-480d-a344-fd05dcbbcef5,0,Ralph Don,,Witness,,1
5570,2641,187737b7-9831-4938-a36c-1a3d781c1105,0,Ralph Hathewy,,,,1
5571,2490,187737b7-9831-4938-a36c-1a3d781c1105,0,Ralph Hathewy,,,,1
5572,2231,187737b7-9831-4938-a36c-1a3d781c1105,0,Ralph gene 4,,Principal,,1
5573,2876,187737b7-9831-4938-a36c-1a3d781c1105,0,Ralph Hathewy,,,,1
5574,2372,10dcc318-857b-4159-884e-26e6b5cc7aa4,0,Ralph Judde,,Witness,,1
5575,2755,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,toe. Baron,,Witness,,1
5576,2372,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,Ralph le Baroun of wydemersmore,,Principal,,1
5577,3135,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,eo 8,,Witness,,1
5578,3143,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,Ralph Baron,,Witness,,1
5579,2461,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,Ralph le Baron of Wydemarsmore,,Principal,,1
5580,2423,5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74,0,Ralph le Barun,,Scribe|Witness,,2
5581,2590,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,0,Kalph le Blake,,Witness,,1
5582,2656,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,0,"Ralph Niger,",,Witness,,1
5583,2591,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,0,"Ralph de la Cldehull',",,Witness,,1
5584,2819,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,0,Relph de la Oldehulle,,,,1
5585,2587,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,1,— de la Gldehulle,,,,1
5586,2484,b1ed0d4e-3a41-4042-8a01-0d8a7f1ac931,1,Ralph called le Blake de la Oldehull',,,,1
5587,2420,e6653378-6444-4952-86dd-ca98fa29b69c,0,po le Bottlar,,Witness,,1
5588,2646,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph le Botiler.,,Scribe|Witness,,2
5589,2639,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph le Botiler,,Witness,,1
5590,2445,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph le Botiler,,Witness,,1
5591,3146,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph le Botiler,,Witness,,1
5592,2494,e6653378-6444-4952-86dd-ca98fa29b69c,0,"Ralph le Potiler,",,Witness,,1
5593,2499,e6653378-6444-4952-86dd-ca98fa29b69c,0,"Ralph le sets,",,Witness,,1
5594,2479,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph le botiler,,Witness,,1
5595,2501,e6653378-6444-4952-86dd-ca98fa29b69c,0,Ralph,,Witness,,1
5596,2474,e3bc1bfd-0615-414f-8939-ec5f9b1f47a6,0,Ralph le Vreynshe,,Witness,,1
5597,2382,743bddf5-f77e-4333-8aa1-9fab43695e5d,0,Ralph Loue,,,,1
5599,3146,53f82dc7-8e76-495e-a4a1-8c376bf5d6fc,1,Ralph Morel,,,,1
5600,3344,474e823c-a32b-4eab-9e88-06d06fa37cdcx,0,,Collective,Principal,,1
5601,2700,307ff144-b9e3-40b3-bf0a-27b991d7c250,0,Ralph his sons,,,,1
5602,2385,228a57e6-dc87-44bc-9161-dad5eb0da8c6,0,"—_ son of Walter,",Parent,,,1
5606,2662,0f500c13-145b-4fac-a3c2-2a663c8fbf1f,0,Relph the knight (gibes),,,,1
5607,2556,ba5ee9e4-69cc-44a4-a659-36922cf48972,0,"Renulf le putter,",,Principal,,1
5608,2558,ba5ee9e4-69cc-44a4-a659-36922cf48972,0,Renulf le putter’,,Principal,,1
5609,3444,0ed73dc7-04da-447f-8ca0-249cab2dd8b8,0,ab! and convent of Lyra,Collective,Principal,,1
5610,3034,0ed73dc7-04da-447f-8ca0-249cab2dd8b8,0,a and convent of lyre,Collective,Principal,,1
5611,2885,0ed73dc7-04da-447f-8ca0-249cab2dd8b8,0,"Ralph, abbot of the monastery of Lyre",,Principal,,1
5612,3105,6268ef3d-f34e-46c9-b458-dab76474ba7b,0,"Reymund Juvenis, scholar of Périgueux ae auditor fone of the curis catere of the pope",,Principal,,1
5613,3402,15bfaee9-6eaf-4473-8ce0-774270ecb2bb,0,"Raymund Pelegrini, canon of London, papal nuncio in Englands",,Principal,,1
5617,3100,57f3f5d2-b27b-4366-bbbb-92b66a1ba7ac,0,priest of the church of Mora Alani,Office,Principal,,1
5618,3018,d8f8c7c9-e981-4253-a660-e32384045a56,0,"Bissechepiston',",Office,Principal,,1
5619,3018,272e0092-477e-4a61-883d-d51840de78c9,0,"Bredone,",Office,Principal,,1
5620,3018,7be038e7-b275-4c33-8ea0-1cf2b39bf9d6,0,Buterleye,Office,Principal,,1
5621,3018,ef9f370a-92a3-4f42-839d-3f89cc369132,0,Carren,Office,Principal,,1
5622,2226,eba6116b-83a3-46a6-88b3-d6a8931e6621,0,rector of Chirchomme,Office,Principal,,1
5623,3018,4a0206ad-654d-4944-916a-2e7f84228dfa,0,Colde Newenton,Office,Principal,,1
5624,3018,6f1e4290-e008-40de-8a85-178f0aa3b3f9,0,Conleye,Office,Principal,,1
5625,3018,ea68dece-2fb8-47fd-b2af-775242f82fc0,0,Craule,Office,Principal,,1
5626,3018,50488bb0-629a-455a-9f0b-e989ebab2efb,0,rectors of the churches of Crundale,Office,Principal,,1
5627,3107,b2863c60-6e0a-4f4e-be40-a4e6570f3f35,0,rector of the said church,Office,Principal,,1
5628,3262,b2863c60-6e0a-4f4e-be40-a4e6570f3f35,0,‘The rector of the church of Dudlebur',Office,Principal,,1
5629,2550,85476c18-734a-4266-8561-cf07971cfdbc,0,rector of the church of Dumre,Office,,,1
5630,2924,85476c18-734a-4266-8561-cf07971cfdbc,0,NO. 2289,Collective|Office,,,1
5631,2445,1e83fa4e-6be8-4c98-a93c-528060cdb210,0,rector of the church of Estenovere,Office,,,1
5632,2501,1e83fa4e-6be8-4c98-a93c-528060cdb210,0,rector of Estenor',Office,,,1
5633,2226,7d5121dd-0eb3-4775-b682-768915bb7296,0,rector of folaustone,Office,Principal,,1
5634,3018,7bd549bc-2cb4-48f3-adc1-0028f5adba4d,0,"Glandestre,",Office,Principal,,1
5635,3018,bf18cdce-ce47-478c-9f20-cca1f3906e7b,0,Hambury duxta wycham,Office,Principal,,1
5636,2542,3913bab0-e93d-4899-b1f1-3af0b7dad9d3,0,rector of Hatfeld' parve,Office,,,1
5637,3018,fce17bdf-5f8e-47f0-ac9d-4812a6a427e2,0,Kynardesleye,Office,Principal,,1
5638,3018,c116fca7-5ca7-497e-a646-85f314bfa44d,0,Rnycwyk,Office,Principal,,1
5639,3018,083abba3-1174-4927-92b7-8647b1cfaf4b,0,"Lambelyou,",Office,Principal,,1
5640,3386,3c5ede65-fec9-4867-9823-6c404f716a98,0,rector of Lugwardyn,Office,Principal,,1
5641,3391,3c5ede65-fec9-4867-9823-6c404f716a98,0,The rector of the church of Lugwardyn in the said diocese,Office,Principal,,1
5642,3383,3c5ede65-fec9-4867-9823-6c404f716a98,0,Rector of Lugwardyn,Office,Principal,,1
5643,3098,da395030-be06-46ac-9c99-ac63e130cade,0,"rectory ""of the said church",Office,,,1
5644,3018,c3884ef8-13a4-4b0b-8127-04a5d8039d14,0,Rok',Office,Principal,,1
5645,3018,4f40c17f-c78e-4888-97ff-d563cfb68a05,0,Rodenorde,Office,Principal,,1
5646,2574,629bd776-e25b-49dd-b8a2-d7d86d55835c,0,reetor of the church of St. Nicholas,Office,,,1
5647,2563,629bd776-e25b-49dd-b8a2-d7d86d55835c,0,rector of the church of Saint Nicholas,Office,,,1
5648,2843,629bd776-e25b-49dd-b8a2-d7d86d55835c,0,parson of St. Nicholas in Hereford,Office|Parent,,,1
5649,2577,629bd776-e25b-49dd-b8a2-d7d86d55835c,0,rector of the church of St. Nicholas,Office,,,1
5650,2505,99199bd4-f6f9-4adf-acc0-48b03aed5898,0,rector of the lower hall tet de of Ledbury,Office,,,1
5651,3144,99199bd4-f6f9-4adf-acc0-48b03aed5898,0,lands listed in HCM 1798,Collective,,,1
5652,3146,99199bd4-f6f9-4adf-acc0-48b03aed5898,0,rector of the lower hall,Office,,,1
5653,2420,2ce76370-e964-4669-b112-5f5c5b033dcd,0,"rector of the gupertor aula of Ledebur',",Office,,,1
5654,2624,2ce76370-e964-4669-b112-5f5c5b033dcd,0,She wpe bell inmcies sale),Office,,,1
5655,2421,2ce76370-e964-4669-b112-5f5c5b033dcd,0,"Sink ee ndtane suse, aut Guat got the 1;",Office|Parent,,,1
5656,2479,2ce76370-e964-4669-b112-5f5c5b033dcd,0,rector of the upper hall (superioris aule) of Ledbury,Office,,,1
5657,3018,3fe5aac6-d9b9-4afd-bc84-f9e55fe4acf4,0,Waltham,Office,Principal,,1
5658,2226,a218f2ef-cbc3-4780-ac06-53549ad903fc,0,rector of the church of Westburi,Office,Principal,,1
5659,3064,fc9c1661-d676-47fa-9c03-1014df83be89,0,rectors of the said parish,Office,Principal,,1
5660,3475,d947df77-4e1f-49f5-ac34-525557a15879,0,Rees ap Griffith,,,,1
5661,2653,35dd1fc7-bfd1-4f85-ba99-95ebc1270b8a,0,Rees,,,,1
5662,2515,35dd1fc7-bfd1-4f85-ba99-95ebc1270b8a,0,Rees,,,,1
5663,2605,5b007002-5e4e-4ea3-b7f3-e0e5e1d45653,0,Reginald Alred de Werham,,,,1
5664,2759,b867d740-93d3-4f08-ae48-7511248219e5,0,"Reginald his brother, clerks",,Principal,,1
5665,3018,a83de665-fbf0-44bc-8aae-5c36b8a6c5af,0,"Reginald de bug gvel1 » rector of the church of wydecumb' in the diocese of Bath,",,Witness,,1
5666,2270,5d79e8f2-515a-484f-87fc-7a075acf3e6f,0,"Reginald de Halton',",,Witness,,1
5667,2759,5d79e8f2-515a-484f-87fc-7a075acf3e6f,0,"Reginald de Halton',",,Witness,,1
5668,2375,3e1a91b8-15f0-4073-8b82-6908e0028759,0,"Reginald, abbot, and the monks of Gloucester.",,,,1
5669,2412,35efab93-c23f-451f-995d-542102524e2f,0,Reginald de la ae,,Witness,,1
5670,2604,35efab93-c23f-451f-995d-542102524e2f,0,Keginald Calunus [? le Calewe!,,,,1
5671,2595,2061d369-6377-46df-a115-4685f873d668,0,Reginald son of “tephen de Lodelawe,Parent,Principal,,1
5672,2429,bef69b3d-fd66-400a-99fb-b4c62d50f76d,0,Regineld de Mora,,,,1
5673,3074,7aefa40a-ae4b-4442-b4af-fad9e1c0bd61,0,"Reginald de Monselowe, clerk of the diocese of Hereford and notary ublic,",,Scribe|Witness,,2
5674,2230,4650e16f-40ce-4507-b0af-d9972bbd4323,0,Reginald de Acle,,Witness,,1
5675,2283,86e9bb06-f6d4-49fe-b71f-6aa5efdb42fa,0,Reginald de Orleton',,Principal,,1
5676,2758,88ca8f38-3037-4e7c-be6d-02d1dfabe31f,0,"Reginald de Todeworth', citizen of Salisbury (Nova Sarum)",,Principal,,1
5677,3136,8baf1e6d-63f9-4c18-8589-b568cd1a3817,0,Reginald,,,,1
5678,2700,22680c99-0462-4d2b-a8b8-ea8e34d961ce,0,Reginald Karewel,,Scribe|Witness,,2
5679,2593,f84820f8-6685-4278-88d1-a716abb18b2c,0,"Reginald called le porter,",,Witness,,1
5680,2820,f84820f8-6685-4278-88d1-a716abb18b2c,0,Reginald called the porter,,Witness,,1
5681,2374,b99ed950-241e-4023-b3a2-e54563711d2c,0,Heginald Moniward,,Witness,,1
5682,2563,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Monyword',,,,1
5683,2592,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Monyword,,Witness,,1
5684,2657,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Moniword,,Witness,,1
5685,2383,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Moniword,,Witness,,1
5686,2658,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Maniword’,,Witness,,1
5687,2813,b99ed950-241e-4023-b3a2-e54563711d2c,0,Reginald Monyword',,Witness,,1
5688,2566,eed3d33e-f580-49f3-8ef6-1d8fee7332fa,0,"Reginald Pigage,",,,,1
5689,2599,9880c782-ccc4-4dc9-bacc-2d2079b6d8d8,0,Reginald Plume,,Witness,,1
5690,2384,bb5c0c6d-b941-483c-970d-f3e8190ad26a,0,"Reginald Russel,",,Witness,,1
5691,2478,ad6edf05-7417-4362-911b-ac1f3a92891d,0,Reginald Syward,,,,1
5692,2469,ad6edf05-7417-4362-911b-ac1f3a92891d,0,Reginald Syward,,,,1
5693,2465,ad6edf05-7417-4362-911b-ac1f3a92891d,0,Reginald Siward,,,,1
5694,2627,e1123727-ac71-495a-b703-61d3256d36ca,0,Reginald the clerk,,Scribe|Witness,,2
5695,2265,aee0afe9-a3b1-402d-b839-fc541398ee53,0,Reginald the smith,,,,1
5696,2599,aee0afe9-a3b1-402d-b839-fc541398ee53,0,Reginald the smith,,Witness,,1
5697,2591,d8a69612-dfb3-4c4a-964d-36118ec733ea,0,Reginald Wyty de Brainton',,Witness,,1
5698,2624,891e44e4-9192-4fb2-8caf-889b93c5d5c1,0,Reginald Woderoue,,Witness,,1
5699,2763,c0b4ac44-62db-4705-ba35-3cea10ce3689,0,Reginald Yrp,,,,1
5701,2419,4ccdc37e-344d-4852-9150-4fad7555a1d4,0,"Ririd,",,,,1
5702,3398,ae9b574e-e52d-46ec-a68e-697e131533ea,0,"Richard, abbot of wyggemore, collector",,Principal,,1
5703,3400,ae9b574e-e52d-46ec-a68e-697e131533ea,0,"Richard, abbot of Wyggemor', collector",,Principal,,1
5704,3401,ae9b574e-e52d-46ec-a68e-697e131533ea,0,"Richard, abbot of Wyggem', collector i",,Principal,,1
5705,3399,ae9b574e-e52d-46ec-a68e-697e131533ea,0,"Richard, abbot of Wyggemor', collector",,Principal,,1
5706,2402,4cd1f8f5-2c47-40a9-be14-6a77d86b508b,0,Richard ed Fraxinum de Sutton.,,Principal,,1
5707,2382,4cd1f8f5-2c47-40a9-be14-6a77d86b508b,0,Richard ad fraxinum de Sutione.,,Principal,,1
5708,2602,4cd1f8f5-2c47-40a9-be14-6a77d86b508b,0,Richard de Fraxino de Sotion'.,,Principal,,1
5709,2527,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,Richard Adames,,Witness,,1
5710,2523,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,Richard Ademes,Collective,Witness,,1
5711,2529,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,Richard Ademes,,Witness,,1
5712,2868,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,Richard Adames,,Witness,,1
5713,2528,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,"Richard Adames,",,Witness,,1
5714,2869,dd712f1f-e46b-4c52-8f6b-20b2532c76ee,0,Manes,,Witness,,1
5715,2589,b965e29c-37fb-46ad-a29e-802cfaa4c951,0,Richard Alkyn,,,,1
5716,2418,b965e29c-37fb-46ad-a29e-802cfaa4c951,0,Richard Alkin,,,,1
5717,2865,d4e43aa2-8d20-4918-8085-6d6e4baee5d9,0,Richard atte —,,Witness,,1
5718,2371,01953321-ad46-4690-ac44-d8eb3258d863,0,Richard Bele,,Scribe|Witness,,2
5719,2688,01953321-ad46-4690-ac44-d8eb3258d863,1,Richard atte Bele,,,,1
5720,2864,6c26c549-f875-4c65-a906-3c8c06fdfbdd,0,Richard atte hoke,,Witness,,1
5721,2776,6c26c549-f875-4c65-a906-3c8c06fdfbdd,0,Richard atte Hoke,,Witness,,1
5722,2509,6c26c549-f875-4c65-a906-3c8c06fdfbdd,0,Richard atte Hoke,,Witness,,1
5723,2863,6c26c549-f875-4c65-a906-3c8c06fdfbdd,0,Richard atte Hoke,,Witness,,1
5724,2548,33ca7d73-db63-431c-bef4-3c5c13c854c5,0,Richard atte Fst,,Scribe|Witness,,2
5725,2548,80bd4bc2-6708-4586-931c-64db0a392dd5,0,"Richard, son of Margaret, daughter of Gilbert atte Path' and Aldith his wife, of Colewall'.",Parent,Principal,,1
5726,2404,007a221d-23dd-4169-ae6f-bda6b56b9ff2,0,Richard atte Wode,,Witness,,1
5728,2554,7696a93e-59b2-475a-aee8-195384c5c02a,0,Richerd Aubrey,,,,1
5729,2871,7696a93e-59b2-475a-aee8-195384c5c02a,0,Richard Aubrey,,Witness,,1
5730,2422,ec3200d6-3190-42f3-bb76-8cccaeea3b6f,1,Richard Aylmer de Biuntesdon' ays,,,,1
5731,2646,0184eed5-e71f-4713-a176-654b540c9777,0,"Richard Berde,",,Witness,,1
5732,2639,0184eed5-e71f-4713-a176-654b540c9777,0,Richard berde,,Witness,,1
5733,2504,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Beherd' of the same place,,Principal,,1
5734,2445,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Perot de Ledebur',,Principal,,1
5735,2505,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Berde of the same plece,,Principal,,1
5736,3144,0184eed5-e71f-4713-a176-654b540c9777,0,"Richard Berde of Ledbury,",,Principal,,1
5737,2421,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Berde,,Scribe|Witness,,2
5738,2494,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Berde de Ledeburi,,Principal,,1
5739,2501,0184eed5-e71f-4713-a176-654b540c9777,0,Richard Berde,,Witness,,1
5741,2576,f2c81ed0-6205-49c3-83d9-70cc0133231e,0,Richard Beverleye,,,,1
5742,2595,a4081635-f0a7-4a92-b4b0-6ffee6d51230,0,"Richard Bodi,",,Witness,,1
5743,2874,7cb111c0-7401-43d8-8e44-a329d9d4cf81,0,Richard Body,,Witness,,1
5744,2571,7cb111c0-7401-43d8-8e44-a329d9d4cf81,0,Richard Body,,Witness,,1
5745,3463,33a3a516-586b-4a56-90e8-e4908bd02c18,0,Richerd Boter,,,,1
5746,2343,30b3d501-96c4-4aad-934b-d2e9817de5bd,0,Richard Bradestok',,,,1
5747,2500,14555230-7ad6-4550-ab5d-d4483bae4bea,0,Richard Bras,,Witness,,1
5748,2267,b8aeba68-828c-44c2-b139-e018a768d9b9,0,Richerd Broche,,Witness,,1
5749,2806,d0102e41-e569-4714-a70c-3df263877fb3,0,Richard Bron,,,,1
5750,2780,d0102e41-e569-4714-a70c-3df263877fb3,1,Richerd Broun of Hyneton',,,,1
5751,2769,d0102e41-e569-4714-a70c-3df263877fb3,0,Richard Broun de Calverhulle,,Witness,,1
5752,2560,47af2c30-1d64-4ef4-8f58-6f6f4950a4fa,0,"Richard, his brother,",,Witness,,1
5753,2602,dc437c07-4628-4f61-a02b-eddb42d8cc78,0,"Richard Brut,",,Witness,,1
5754,2393,703f0b4b-498d-4119-bde1-92968f93ea49,0,Richard Brian,,Witness,,1
5755,2400,703f0b4b-498d-4119-bde1-92968f93ea49,0,Richard ar,,Witness,,1
5756,2377,703f0b4b-498d-4119-bde1-92968f93ea49,0,Richard his son and heir;,,Principal,,1
5757,2460,703f0b4b-498d-4119-bde1-92968f93ea49,0,Richard Bryan,,,,1
5758,2382,56b6d445-adf6-4932-adc3-7c4ce811726f,0,"Richard Caperun,",,Witness,,1
5759,2602,56b6d445-adf6-4932-adc3-7c4ce811726f,0,Richard Caperua,,Witness,,1
5760,2580,d6fd7989-fdfc-43bd-a8bf-6beda6d1a3f7,0,Richard erat,,Witness,,1
5761,2578,7bcf10cb-a4f5-4d66-bd95-91801c7abbe5,0,"ee ees Cogan, chap",,,,1
5762,2505,86ae4667-9861-4e00-b5c2-c7d5c0e39c84,0,Richard Coleuile,,,,1
5763,3144,86ae4667-9861-4e00-b5c2-c7d5c0e39c84,0,lands listed in HCM 1798,,,,1
5766,2343,7318c36f-73bc-4f07-bfc1-17dd600d42ae,0,Richard Dustyny,,,,1
5767,2289,7318c36f-73bc-4f07-bfc1-17dd600d42ae,0,Richard Dastyn of Grete near Wynchecombe;,,Principal,,1
5768,3464,a2d8e35b-ebba-42e5-a6da-568f474aad90,0,Richard de Abbrugcey,,,,1
5769,3372,5e6bfdbc-371a-4772-97eb-050c5ff93033,0,Richard de Ambresl,,Scribe|Witness,,2
5770,2492,5e6bfdbc-371a-4772-97eb-050c5ff93033,0,"Richard de Ambresle, clerk",,Scribe|Witness,,2
5771,2428,632bf92a-2abd-4673-874c-5387ec765969,0,Richard de Atferton',,Witness,,1
5772,3093,dfa77790-ab97-4a52-9c1b-0bd0fa36a68a,0,"Richard de Ayleston', clerk",,Principal,,1
5775,2254,9129fda2-6afb-4bff-b33c-1a3f2bf31d4a,0,"Richard de taskeruil,",,Witness,,1
5776,2691,9129fda2-6afb-4bff-b33c-1a3f2bf31d4a,0,"Richard de Baskeruile, lord of Erdijsleye",,Principal,,1
5777,2659,9129fda2-6afb-4bff-b33c-1a3f2bf31d4a,0,"Richard de Baskervile,",,Witness,,1
5778,3084,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,0,"Richard de Beek', rector of the free chapel of Mers n',",,Principal,,1
5779,3107,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,0,"Richard tune de Beek', parson of the chapel of Merssham",Parent,Principal,,1
5780,3106,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,1,"Richard de Beek’, late rector of the said chapel",,,,1
5781,3085,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,0,"Richard de Beek', rector of the free chapel of Mersshton',",,Principal,,1
5782,3086,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,1,"eee Le Beek* son of dgainus Richard Le ’ t, rary Be be rector 0: free chapel of sersston',",Parent,Principal,,1
5783,3009,e8a09723-f4a9-4faa-9b23-5f09ad3ab054,0,"Richard de Bek* son of Kobert de Bek*, knight, rector of the ore of Merschton'",Parent,Principal,,1
5785,2762,5cd74764-5855-494a-95b6-350d2e0f724a,0,Richard de Bere,,,,1
5786,2691,5cd74764-5855-494a-95b6-350d2e0f724a,0,fichard de Bere,,Witness,,1
5787,2857,1d7e6671-e841-459c-bb82-73053bafba63,0,Richard de Boklonde;,,Principal,,1
5788,3320,1d7e6671-e841-459c-bb82-73053bafba63,0,Richard de Boklonde,,Principal,,1
5789,3323,1d7e6671-e841-459c-bb82-73053bafba63,0,Richard de Boklond',,Principal,,1
5790,2752,80dc0e4d-e860-42c4-b5bc-dadac9472258,0,Richard de Bosco,,Witness,,1
5791,2641,30514833-3c05-425e-a319-b13fc253b179,0,Richard de Boyfeld of the manor of Ministrewurth',,Principal,,1
5792,2763,30514833-3c05-425e-a319-b13fc253b179,0,Richard de ecclesia de Hamton' in the manor of Munstreworthe,,Principal,,1
5793,2876,30514833-3c05-425e-a319-b13fc253b179,0,Richserd de Boyfeld de Munstreworth',,Principal,,1
5794,2490,30514833-3c05-425e-a319-b13fc253b179,0,Richard de Boifeld',,,,1
5795,2590,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford',,Witness,,1
5796,2656,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford',,Witness,,1
5797,2591,0020e911-9805-46ae-8b09-2a56c5868f75,0,"Richard de Bramford',",,Witness,,1
5798,2279,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford,,Witness,,1
5799,2606,0020e911-9805-46ae-8b09-2a56c5868f75,0,witnesses: as in No. 2019,,,,1
5800,2592,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Brawsford,,Witness,,1
5801,2415,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Brannford’,,Witness,,1
5802,2622,0020e911-9805-46ae-8b09-2a56c5868f75,0,"Richard de Braunford,",,Witness,,1
5803,2623,0020e911-9805-46ae-8b09-2a56c5868f75,0,"Xichard de Braunford',",,Witness,,1
5804,2600,0020e911-9805-46ae-8b09-2a56c5868f75,0,"Richard de Bramford,",,Witness,,1
5805,2617,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Braumford';,,Principal,,1
5806,2380,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford,,Witness,,1
5807,2620,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Braumford';,,Principal,,1
5808,2619,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Breumford,,Principal,,1
5809,2447,0020e911-9805-46ae-8b09-2a56c5868f75,1,Richard de Braumford' his grandfather,,,,1
5810,2243,0020e911-9805-46ae-8b09-2a56c5868f75,1,Richard de Braumford',,,,1
5811,2428,0020e911-9805-46ae-8b09-2a56c5868f75,1,Richard de Braumford her husband,,,,1
5812,2588,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Branford,,Witness,,1
5813,2621,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Braumford';,,Principal,,1
5814,2601,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard [...]limberner’,,Witness,,1
5815,2813,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de bramford',,Witness,,1
5816,2605,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford,,Witness,,1
5817,2618,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Braumford';,,Principal,,1
5818,2384,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Bramford' the elder,,Principal,,1
5819,3139,0020e911-9805-46ae-8b09-2a56c5868f75,0,Richard de Braumford,,,,1
5820,2834,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,Richard de Brocwardin,,Scribe|Witness,,2
5821,2558,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,Richard de Brokwardyn,,,,1
5822,2279,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,"Richard de Brocwardin',",,Witness,,1
5823,2606,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,witnesses: as in No. 2019,,,,1
5824,2809,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,Richard de Brokwardyn,,Witness,,1
5825,2399,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,Richard de Brochwardyn,,Witness,,1
5826,2817,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,"Richserd de Brocwardin,",,Witness,,1
5827,2443,5151b8f9-518c-4797-82e7-0d3aa1e8c25c,0,Richard de Brochwardyn,,Witness,,1
5828,2852,9c4c0dd4-0d17-4b83-96ab-de8599298edd,0,Richard de Brome,,Witness,,1
5829,2830,83294dbb-4ee3-4129-a8d2-68f6bc5c1a24,0,Rishenks Bis Sootha',Collective,Principal,,1
5830,2474,83294dbb-4ee3-4129-a8d2-68f6bc5c1a24,0,Richard son of Phillip de Brompton’,Parent,Principal,,1
5831,2296,ca45e28a-0b8f-404a-a7a5-03729bf54700,0,"Richard de Bromptone, vicar of the church of Yauesore",,Principal,,1
5832,2858,ca45e28a-0b8f-404a-a7a5-03729bf54700,0,Richard the son of William de Brompton’,Parent,Principal,,1
5833,2579,20a2ee4f-bbf4-441b-afd2-d57acef72839,0,Richard de Bukkenhull',,Principal,,1
