source,target,relationship_id,dead,person_name_transcription,named_by,roles,certainty,weight
00a77a9e-c455-4535-919a-220962c9a9e1,2991,,0,prior of the church of Canterbury,Office,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2243,,0,Roger de Brunsope,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2279,7015,0,Roger de Bruneshope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2384,7029,0,Roger de Brunhope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2388,7012,0,Roger de Bruneshop,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2399,7019,0,Roger de Bruneshope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2424,,0,anges de Brunsope;,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2447,,0,Roger de Bruneshope,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2452,7022,0,"Roger de Bruneshop’, citizen of Hereford",,Principal,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2588,7027,0,Roger de Brunishope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2591,7013,0,"Roger de Bruneshop',",,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2592,7018,0,"Roger de Brunhop',",,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2600,7024,0,"Roger de Bruneshope,",,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2606,,0,witnesses: as in No. 2019,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2809,7017,0,Roger de540. Bruneshope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2813,7028,0,"Roger de  Brunhop!,",,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2816,7011,0,ae de Bruneshope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2824,,0,Roger de Brunsope;,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2834,7014,0,Roger de Brunsope,,Witness,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2835,7023,0,"Roger de Bruneshop', citizen of Hereford",,Principal,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2836,,0,Roger de Brunsope,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,2839,,1,Roger de Bruneshope de Hereford';,,,,1
00ab2983-ed64-4499-ad1c-ba5228890521,3435,,0,Roger de Brinsop {Bruneshope},,,,1
00acfe38-003c-4b28-a25e-00136ab16c6f,2241,,0,John Andreu de Cloppeleye condany,,,,1
00b7fd1d-ad4f-488e-8189-4bb9dc5ee6ef,2763,,0,John de Gyse called le Butmynges,,,,1
00cb776f-71d9-49b1-9356-fe0912224ec9,2628,8716,0,Warren de Cheuehamy,,Witness,,1
00cb776f-71d9-49b1-9356-fe0912224ec9,2842,8715,0,Warren de Cheuenham,,Witness,,1
00cf1d59-f06b-4cc6-91fe-4c176501d08a,2984,,0,prior of Wenloke,Office,,,1
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2245,7401,0,Symon de Lodelawe,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2372,7400,0,"Simon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2392,7403,0,Symon de Lodelawe the  erke,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2393,7405,0,Symon de Lodelave the  erke,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2400,7406,0,Simon de Lodelawe.,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2402,7407,0,Simon de Lodel,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2403,7408,0,"Symon de Lodelawe, the clerke",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2405,7409,0,"simon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2409,7414,0,"Symon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2410,7416,0,Simon de Lodelawe the clerk.,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2418,7402,0,"Simon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2426,7413,0,Simon de Llodelawe,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2432,7417,0,"Symon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2433,7418,0,"Symon de Lodelswe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2434,7419,0,"Symon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2435,7421,0,Symon de Lodelawe.,,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2437,7398,0,"Simon de Lodelowe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2438,7397,0,"Simon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2452,7411,0,"Symon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2631,7424,0,"Simon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2811,7415,0,"Simon de Lodelawe,  : clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2818,7423,0,"Symon de Lodelave, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2822,7422,0,"Symon de Lodeiswe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2825,7410,0,"Simon de Ledelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2826,7420,0,"Symon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2828,7404,0,"Simon de Lodelawe, clerk.",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2835,7412,0,"Simon de Lodelawe, clerk",,Scribe|Witness,,2
00e298b8-c8f5-48cf-96bb-c24eb7203c27,2940,7399,0,"Simon de Lodelowe, clerk",,Scribe|Witness,,2
00fc3d62-9a79-4c5c-9b0a-47a714e7d29a,2819,625,0,"Alice, formerly the wife of william Freman of  Clehangers",,Principal,,1
011581b9-95c5-4ebf-a92e-d2eb6262cb45,2371,,0,William Thurkul,,,,1
01190680-d15b-4686-94c3-961b60ababdc,2412,9569,0,"William Walensis,",,Witness,,1
01190680-d15b-4686-94c3-961b60ababdc,2627,9568,0,Williem le Waleys,,Witness,,1
012195eb-a47d-4eda-a1f6-950ce0261ff4,3471,1594,0,"Ellen, daughter of Robert le Teyntour",,Principal,,1
0125d631-f80a-4b22-a545-e68186c83d97,2801,8665,0,Walter Seuarne,,Witness,,1
0132b6b1-d70b-4d09-b1d0-8b8766a2869d,2504,,0,Matilda de Estonor'.,,,,1
014dbfd0-4545-41c7-81cb-bd1f2b71af06,2595,9327,0,William Doddemor',,Witness,,1
014deba4-3aef-4d69-8bbd-026d4bd51d99,3041,,0,"Busoli de Parma , canonici Tornacensis ,executoris ad infrascripta unacum Abbate Monasterii sancti Siri Januensis",,,,1
014deba4-3aef-4d69-8bbd-026d4bd51d99,3042,803,0,Bosoli,,Principal,,1
014deba4-3aef-4d69-8bbd-026d4bd51d99,3448,804,0,"Buxolus de Parma, canon of Tournai",,Principal,,1
014deba4-3aef-4d69-8bbd-026d4bd51d99,3450,805,0,"Buxolus de Parma, canon of Tournai.",,Principal,,1
01710e4c-e444-46fb-ad5a-2907c85b197d,3050,6242,0,Pichord Gyene of the order of the Friars Minor,,Principal,,1
017776d1-cfee-4935-bfde-618f1f2c55c1,2582,6577,0,Robert de la lowe,,Principal,,1
0184eed5-e71f-4713-a176-654b540c9777,2421,5737,0,Richard Berde,,Scribe|Witness,,2
0184eed5-e71f-4713-a176-654b540c9777,2445,5734,0,Richard Perot de Ledebur',,Principal,,1
0184eed5-e71f-4713-a176-654b540c9777,2494,5738,0,Richard Berde de Ledeburi,,Principal,,1
0184eed5-e71f-4713-a176-654b540c9777,2501,5739,0,Richard Berde,,Witness,,1
0184eed5-e71f-4713-a176-654b540c9777,2504,5733,0,Richard Beherd' of the same place,,Principal,,1
0184eed5-e71f-4713-a176-654b540c9777,2505,5735,0,Richard Berde of the same plece,,Principal,,1
0184eed5-e71f-4713-a176-654b540c9777,2639,5732,0,Richard berde,,Witness,,1
0184eed5-e71f-4713-a176-654b540c9777,2646,5731,0,"Richard Berde,",,Witness,,1
0184eed5-e71f-4713-a176-654b540c9777,2722,,0,Richard Berde de Ledbury,,,,1
0184eed5-e71f-4713-a176-654b540c9777,3144,5736,0,"Richard Berde of Ledbury,",,Principal,,1
01867da6-fc0c-4bbd-9ee5-f7d4ef649ff4,2857,5188,0,Philipp de la Lee,,Witness,,1
01953321-ad46-4690-ac44-d8eb3258d863,2371,5718,0,Richard Bele,,Scribe|Witness,,2
01953321-ad46-4690-ac44-d8eb3258d863,2688,,1,Richard atte Bele,,,,1
0199f904-0f2c-451e-9339-7fb5a3726537,2517,2258,0,Hugh de la Calewe,,Witness,,1
0199f904-0f2c-451e-9339-7fb5a3726537,2541,2259,0,Hugh de de Celue,,Scribe|Witness,,2
01a1a317-e910-4e1c-9f2a-00f0f0affb68,2404,,0,Adam atte Halle of Cronebroke,,,,1
01a1a317-e910-4e1c-9f2a-00f0f0affb68,3351,125,0,Adam de Cranebrok',,Principal,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2424,,0,John de le Pounde,,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2452,,0,"John de la Pounde, chaplain",,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2469,,0,"John de la Pounde, chaplain",,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2824,,0,John ae la Pounde,,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2835,,0,property specified in No. 405,Collective,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2836,,0,John de la Pounde,,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2837,,0,"John de la Pounde, chaplain",,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2839,,0,John de Punda,,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,2979,,0,"Joannes de Pounde [John de la Pounde chaplain],",,,,1
01ad425b-f560-4b05-952e-b91ee25cd430,3035,3276,0,"John de Ponte, canon of the church of liereford and rector of the prebendal church of Welinton'",,Principal,,1
01ad425b-f560-4b05-952e-b91ee25cd430,3380,3277,0,"John de la Pounde, proctors of magister John de Oe a",,Principal,,1
01ad425b-f560-4b05-952e-b91ee25cd430,3450,3278,0,"ohn de Pounde, priest and vicarechorel of the church of Hereford",,Principal|Witness,,2
01b2eb24-706b-465d-87a3-7a33fbb0cf97,2540,,1,Nicholas Saundre,,,,1
01b2eb24-706b-465d-87a3-7a33fbb0cf97,2651,,1,Nicholas Saundr',,,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2383,,0,John son of Thomas son of Brun,Parent,,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2390,2716,0,John Broun de Breynton',,Principal,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2391,2717,0,John Broun' de Breynton’,,Principal,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2392,2718,0,John en,,Witness,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2393,2719,0,John Broun,,Witness,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2398,2720,0,John Broun,,Witness,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2403,2721,0,John Broun de Broynton,,Principal,,1
01ddc43d-208b-4046-b3cc-d27bea2d9e68,2460,2723,0,John Broun de Breynton';,,Principal,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,2512,9308,0,"William de Wyk', penitentiary",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,2655,,0,"william de wyke, penitentiary of Hereford,",,,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,2699,,0,"William de Wyk', penitentiary",,,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,2746,9306,0,"Willelmo de Wyk, penitenciario",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,2774,9301,0,"am de Wy’ penitentiary,",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3050,,0,his penitentiary,Office,,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3087,9300,0,"William, penitentiary",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3094,9302,0,"William de Wyk', penitentiary,",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3097,9309,0,"William de Wyk’, p earner?",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3099,9310,0,"William de Wyke, penitentiary",,Witness,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3116,9303,0,office of penitentiary,Office,Principal,,1
01dfcbcf-1e60-4267-887d-fa33a4a23290,3250,,0,Willion de vyk',,,,1
01ee2534-bb41-4e48-9c7c-431214a20654,2548,,0,Walter de Parys,,,,1
01ee2534-bb41-4e48-9c7c-431214a20654,2774,,0,Walter de Parys,,,,1
01ee2534-bb41-4e48-9c7c-431214a20654,3446,8475,0,Walterus de Paris,,Principal,,1
01efb097-556d-4e33-8caa-9d88948b0247,2431,8100,0,"Thomas le Wodeward',",,Witness,,1
01f39bd0-0f32-4925-8266-54e6361607ac,2417,9323,0,William Deuereys,,Witness,,1
01f39bd0-0f32-4925-8266-54e6361607ac,2645,,0,William Deuerews,,,,1
01f39bd0-0f32-4925-8266-54e6361607ac,2655,,0,et ee all. Deuersas,,,,1
01f39bd0-0f32-4925-8266-54e6361607ac,2659,9326,0,wiiidam Deueros,,Witness,,1
01f39bd0-0f32-4925-8266-54e6361607ac,3477,,0,"""illiem Deuereus",,,,1
0205ffce-5aff-455e-bca1-3ba1baa47256,2437,,0,Thomas Rued,,,,1
0205ffce-5aff-455e-bca1-3ba1baa47256,2940,,0,Thomas Rued,,,,1
021c905e-65e1-4e19-b5ba-066c060543cc,3054,5893,0,"Richard, archdescon of Canterbury,",,Witness,,1
0221f220-814f-4947-ac2f-5c33cc23da90,2642,575,0,Alice her daughter,,Principal,,1
0221f220-814f-4947-ac2f-5c33cc23da90,2862,576,0,Alice her daughter.,,Principal,,1
022358fc-a835-4b93-9c65-976da10a9405,3451,,0,"Stephan the cook,",,,,1
0227973a-0b72-4153-83f6-1ddc3a40411e,3021,3656,0,John de Warenna,,Principal,,1
022a6a26-bc61-4fee-b898-e266b2bbfbc7,2827,2677,0,John Beke,,Principal,,1
0230424a-9d5f-4c12-9b38-9aa692cd791e,2748,,0,"Thomas,",,,,1
023f7d45-f239-4886-81d5-c76175e95516,2235,,0,"Nicholas de Prestemede, fellow canon and their .",,,,1
024f88c9-7dc2-44c5-aafd-f9c46c868541,3447,4098,0,"John Nicholas, clerk,",,Principal,,1
02671bee-e3c0-41d8-a354-326fcfcaa6e8,2370,4679,0,Margery his wife,,Principal,,1
02671bee-e3c0-41d8-a354-326fcfcaa6e8,2704,4678,0,Margery his wife,,Principal,,1
0286cec6-ee58-4795-9412-dad7124e2a9d,3145,8109,0,Thomas Pigon(?),,Witness,,1
02d5a4cd-fb06-4217-83ad-a2e737e4318a,2327,8104,0,"Thomas, master of the said Hospitel end the brethren  ereof",Office,Principal,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2417,7867,0,"Inomas de la Barre,",,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2432,7876,0,Thomas de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2433,7877,0,"Thomas de le Barre,",,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2434,7878,0,Thomas de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2442,7872,0,"Thomas de la Barre,",,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2458,7873,0,Thomas de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2511,7883,0,Thomas de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2512,7884,0,"Thomas de Barre,",,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2526,7869,0,Thomas de la Berre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2537,,0,Thomas de la Barre,,,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2538,7871,0,Thomas de 1a Barr’,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2541,7885,0,‘momas ée la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2629,,0,Thomas de la Barre,,,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2699,,0,Thomas de la Barre,,,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2834,7870,0,"Thomas de la Barre,",,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2851,7880,0,Thomas de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2855,7881,0,or rahe ges de la Barre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2857,7868,0,Thomas de la Berre,,Witness,,1
02e5a46a-3416-47b1-8e3f-c9866ed27105,2871,7879,0,Thomas de la Barre,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2245,2475,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2410,2485,0,iugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2414,2489,0,Hugh Trove,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2424,2482,0,~. Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2447,,0,Hugh Troue,,,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2458,2479,0,Hugh Trone,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2461,2480,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2491,2490,0,~ Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2589,2474,0,Hugh Trone,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2600,,0,Hugh Tronne,,,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2809,2478,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2818,2488,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2822,2487,0,"Hugh Trone,",,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2824,2481,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2834,2476,0,Hugh Troue,,Witness,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2853,2477,0,"Hugh Trone, his father",,Principal,,1
030ba6e3-dae3-4c41-9902-faa294849d75,2859,,0,dugh Trone,,,,1
030e3a4c-8eff-4824-8790-1d3cb9eb5ecf,2497,7319,0,Roger Pylat of Hommelacy,,Principal,,1
030ecd43-e8d4-477f-be6b-9a4440e712a8,3173,4942,0,ticholas de Hop’ wWolvive',,Witness,,1
0318b38b-c428-4a90-9cfd-0e87c7f74b5d,2418,5533,0,"Randulph de Byrinton',",,Witness,,1
0318b38b-c428-4a90-9cfd-0e87c7f74b5d,2447,,0,Ralph de Byritone,,,,1
0318b38b-c428-4a90-9cfd-0e87c7f74b5d,2457,,0,Ralph de Byryton',,,,1
0318b38b-c428-4a90-9cfd-0e87c7f74b5d,2753,5535,0,Ralph de Sens eene,,Witness,,1
0318b38b-c428-4a90-9cfd-0e87c7f74b5d,2859,,1,"Ralph de Byryton’,",,,,1
03501c5a-aa02-4ef4-aab3-6eb11c2779fc,3460,1626,0,Eufemie his wife,,Principal,,1
0388375f-fe2a-432d-9249-ba0b5a3a4fd4,2324,5991,0,"Richard de Compton, called 'of Northleach' (de Northlech), vicar",,Principal,,1
0388375f-fe2a-432d-9249-ba0b5a3a4fd4,2329,5992,0,Richard de Compton called de Northlech,,Principal,,1
0388375f-fe2a-432d-9249-ba0b5a3a4fd4,2335,5993,0,Richard de Compton called de Northlech,,Principal,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2255,9230,0,William de Staupton',,Principal,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2425,9232,0,William de Stanton’,,Witness,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2484,9234,0,William de Staundon',,Witness,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2518,9227,0,William de Staundon',,Principal,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2538,9228,0,"William de Staunton',",,Witness,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2571,9229,0,William de Staunton,,Scribe|Witness,,2
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2644,9226,0,William de Staunion',,Principal,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2769,9231,0,William de Staunton’,,Witness,,1
038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,2859,9233,0,William de Stanton,,Witness,,1
03930b03-d7f1-47fb-96ac-0f47e25525e2,2574,8092,0,"Thomas le Tayllour, clerk",,Scribe|Witness,,2
03930b03-d7f1-47fb-96ac-0f47e25525e2,2652,8093,0,Thomas le Taylour,,Principal,,1
03946a84-a9ea-49f8-9b86-0d19d4240ea5,3136,7220,0,Roger Yues de Seopenerrs,,Principal,,1
039dfe5f-23ca-4136-9c61-98be6d551019,2700,,0,Willian,,,,1
03d02c22-2486-48d0-9f82-a78c7e857fab,2487,,1,Rose his wife,,,,1
03d098de-e410-455f-89b5-eece3bbeedfa,2377,4797,0,Nicholas Bryan de Hereford',,Principal,,1
03d098de-e410-455f-89b5-eece3bbeedfa,2383,4799,0,iicholas tit,,Scribe|Witness,,2
03d098de-e410-455f-89b5-eece3bbeedfa,2392,,0,Nicholas Brian,,,,1
03d098de-e410-455f-89b5-eece3bbeedfa,2400,,0,Nicholas Bryan,,,,1
03d098de-e410-455f-89b5-eece3bbeedfa,2415,,0,Nicholas Bryan,,,,1
03de9fad-820e-4ddf-a994-5cada4048f80,2506,510,0,"Agnes, his daughter.",,Principal,,1
03dfcd22-8c9e-4dc6-b905-525315951eb5,2847,7097,0,Roger de la Hulle de Hereford',,Principal,,1
03dfcd22-8c9e-4dc6-b905-525315951eb5,3431,7098,0,"Roger de la Hulle, of Hereford [Herefords]",,Principal,,1
03dfcd22-8c9e-4dc6-b905-525315951eb5,3437,7099,0,"Roger de la Hill {Hull}, of Hereford",,Principal,,1
03dfcd22-8c9e-4dc6-b905-525315951eb5,3446,7100,0,Rogeri de la Hulle de Hereford,,Witness,,1
03f4747b-e22c-45ca-8b54-4397bee3773e,3035,5077,0,parishioners of the said church of Welinton',Collective,Principal,,1
