ID,Label,gender,clerical,NodeType
558cd63c-30f3-46e3-81ea-6faa04746178,Adam de Kingishemed,M,0,Person
8b30f65b-d878-4272-8a4f-4fb2e7feb121,Adam de Kynernow,M,0,Person
1281a89c-49e5-469b-b5c5-411b6b36d893,Adam de la Brugge,M,0,Person
663655b9-c33d-408d-be91-ba8264a80573,Adam de la Felde de Lulham,M,0,Person
8b8784b3-0a31-4e93-bb2d-8a10db8d5035,Adam de la Pounde,M,0,Person
3510ba30-2767-4bb1-9e45-9d57e93710f7,Adam de Madley,M,0,Person
4da6e46f-8cae-4800-967e-06c473b9eeac,Adam de Malmeshulle,M,0,Person
9a4740b5-af50-41bb-bc97-27a7ae478514,Adam de Malvern,M,0,Person
670711c3-e274-474c-9eab-3b20d874b4e5,Adam de Murival,M,0,Person
72dec356-9150-4f36-9aab-4d542d56f1c6,Adam de Norton,M,0,Person
ce859ac7-0532-43e2-9359-1f495b0beefb,Adam de Orleton,M,1,Person
e73f69af-d43e-4ed5-a2fe-347e8b371157,Adam de Orleton's household,M,1,Person
5a47e861-292f-4dac-9723-baa4bb6f06a9,Adam de Oulithe de Bromesberwe,M,0,Person
834bb301-b7d9-4db1-8f13-1a8c19eb0f3d,Adam de Sancto Johanne,M,0,Person
740c3eed-0754-4112-bacd-aa1fee9c7d8c,Adam de Sancto Johnanne's servant,M,0,Person
35f8f292-ecd0-435a-a17e-8e6288372ee7,Adam de Snead,M,0,Person
43e92edb-d099-4c37-8c9d-41e2cb581dc9,Adam de Stardel,M,0,Person
94b3c023-7659-4d17-986a-e40ce0baea5e,Adam de Staunton,M,1,Person
cf9eea7e-a87a-4a48-aaec-ee28c435ed57,Adam de Stretton,M,1,Person
324947a1-88f4-4320-8e03-21101eea0034,Adam de Wellington,M,0,Person
1525e5dd-6cea-43c5-ae56-021801858235,Adam dealer in marble of London,M,0,Person
fbf666e0-a013-4f47-8c77-0c83136697e4,Adam Eseger,M,1,Person
565c38cc-d21a-4673-bd55-d017c43ef3db,Adam father of Roger,U,0,Person
9e611211-d85d-460a-b2d6-4ad52201c326,Adam father of Stephen,M,0,Person
34299bf0-3141-4535-85fc-0aa577f948bd,Adam father of Symon,M,0,Person
c3e7ef22-9f09-454d-9e35-4d93546a19d1,Adam Frewyne,M,0,Person
147ae705-98f1-4109-a2d7-57cbd39ef4bf,Adam Gerald,M,0,Person
7408fe1e-4b2f-4714-827c-18e0304bb54c,Adam Germayn,M,0,Person
c1ffb521-7cc9-4888-9d39-34f2606f5a27,Adam Gibbons,M,0,Person
5d6c62b7-e006-4429-9c7e-216b49131fa8,Adam Hanlyn,M,0,Person
91d799b9-3b58-46f2-a4b1-7c467243c460,Adam Hervy,M,0,Person
9e0b5964-7932-4599-9ba4-295e221bf7eb,Adam Knoyl,M,0,Person
21784c8a-08a9-42f1-bb89-3d7340968958,Adam le Botyler,M,0,Person
25519c9b-1eaf-4419-9892-ecaa11980449,Adam le Franceis,M,0,Person
8fc3f14a-aa3e-4e35-942c-d59b6a2716e9,Adam le Gurdelere of Hereford,M,0,Person
cba6789d-7d48-4b98-b0f3-edfde8aae688,Adam le Helyon,M,0,Person
9a109c5a-bb22-49bf-9598-954e37d12399,Adam le Leche,M,0,Person
e76e3c35-83b6-4643-ad2c-d40778a96805,Adam le Porter,M,0,Person
8d36d49e-5857-412a-945d-0a341923ecdd,Adam le Shepherde,M,0,Person
de11c1f6-04b3-456a-94c8-4261ef76853f,Adam le Turnur de Staunton near Corse,M,0,Person
9dcaf6c6-31a9-410f-8473-a17b7ceb1fd3,Adam le Walcar,M,0,Person
64b3f442-19c2-45d8-bee7-3ba45b9d0129,Adam Louhyate,M,0,Person
2b45c932-a367-43e1-abc7-9b90d6c57634,Adam Lucas,M,0,Person
084ba154-4071-4c66-94fd-8cb0b985a1a5,Adam Murymuth,M,1,Person
3b0e8457-7637-4445-aded-a39c14a7e50e,Adam nephew of Richard Hertford archdeacon of Hereford,M,0,Person
e7c089d8-a341-4d61-bc23-b74aa0aac17f,Adam Olanille,M,0,Person
39ab2ec3-eb46-4427-b04b-ca544f5b3c95,Adam Pirk,M,0,Person
b8464b77-63ee-4f30-913c-967a3a78b9c3,Adam Pot,M,0,Person
63300d85-2fff-4580-af9d-22d70e1724e4,Adam Reynin,M,1,Person
87b4ff34-8ec7-4569-b7a0-b9a24da73120,Adam Russel de Fowehope,M,1,Person
7dbac413-5e24-432f-b4e8-ecb8fd988a3e,Adam Scheld de Wyghtfeld,M,0,Person
dcdf425e-8fbc-4a65-80da-8da586d9b628,Adam Smert,M,0,Person
ecbc2ffa-45eb-4066-94ca-564b8dca95fc,Adam son of Adam the Fisherman,M,0,Person
d887b52b-e50c-4f2c-8e29-51b23669b736,Adam son of Thomas,M,0,Person
d124cb4d-31ee-44b5-b180-8eae9a7eb77c,Adam Spart,M,0,Person
dc473a61-c3b7-41e6-979a-e162a7d0d887,Adam Spilemon,M,0,Person
6a8d5b4a-318f-4d93-a246-0a5b913f19e2,Adam Syward,M,0,Person
f626e4c4-3af9-4e86-ae53-354455664c47,Adam Tandi,M,0,Person
2afad09d-36ef-4ba8-94ce-2bc0d48b0d96,Adam the Clerk,M,1,Person
5ed0a22f-aa27-4fb7-a675-0d1416718145,Adam the Fisherman,U,0,Person
bbfe8298-bd20-4089-9c5d-60099a98e0df,Adam the Painter,M,0,Person
ed1e1bbb-b008-47e6-bda7-74099c8da0e4,Adam the Smith,M,0,Person
0c6fe6a9-182f-4413-805d-1d0e5a8fbc6d,Adam Trewelove,M,1,Person
b334f107-82f1-4174-889e-42c2a3b524cf,Adam vicar of Baysham,M,1,Person
1dc94dc4-fbf1-4a1d-b2dd-7b9c103472ff,Adam vicar of Stanton Lacy,M,1,Person
f649e371-9692-4277-bc63-cdd2591ddd5b,Adam Wele,M,0,Person
be51bb0e-7e61-4323-ac06-e42e77bc69d8,Adam Whyty I,M,0,Person
b2a37a6d-0d59-451f-836d-049ea17e9408,Adam Whyty II,M,0,Person
b1506dd5-c205-4cdd-9d52-27c423ac7659,Agatha mother of John,W,0,Person
f49fc7b8-a6d4-4533-9e47-869f11987cb4,Agnes Anondeu,W,0,Person
19478079-a3b4-4aed-89b1-6aabff5ab464,Agnes Blakemon,W,0,Person
392d991b-a360-42ac-89c7-7d918d0588b3,Agnes daughter of Agnes wife of Roger atte Walle,W,0,Person
0a9c3571-65fa-4312-befe-f5c8a0ca580c,Agnes daughter of Alice Mansion,W,0,Person
88a13e07-7442-4b72-8e03-dd2253fbd45f,Agnes daughter of Hugh le Smyth,W,0,Person
d0383c23-c2f7-471f-9566-ca16a30eaab1,Agnes daughter of Johanna Aylmer,W,0,Person
e46cf716-3967-4294-981f-f5a64319fa20,Agnes daughter of Richard de Hopton wife of Walter de la Halle,W,0,Person
03de9fad-820e-4ddf-a994-5cada4048f80,Agnes daughter of Walter de Stratton the elder,W,0,Person
34fee43d-0b0a-4acf-b93b-658e831919d6,Agnes de Arundel,W,0,Person
d476525c-50e0-4f93-b71d-5a39f5f57730,Agnes de Bereford widow of Benedict de Wodesto[...]e,W,0,Person
c5bf77f7-3dfa-4202-a363-f2ae88d93e54,Agnes de Coblinton,W,0,Person
c43a721c-2d8f-4cc8-be01-3860ac774adb,Agnes de Gutinga daughter of John Andreu de Cloppeleye Condam,W,0,Person
17abc249-3d15-45b3-9730-25cc5c117de7,Agnes de Hyneton,W,0,Person
45f5e8c9-ef6e-4fc3-b65c-e828dc690edf,Agnes de Rotherwas,W,0,Person
44058877-b2f8-4041-ac08-4602745aaec1,Agnes Fraunceys,W,0,Person
80b2ee44-1be3-44ac-bf71-0bbb85cc788d,Agnes Kapeles,W,0,Person
1303c17a-54ac-45ef-8d1d-cc2a4772692e,Agnes la Marischal,W,0,Person
46442f5d-9e35-4853-bad6-7ddbdcc213c8,Agnes wife of John Armelyn de Lude Godefray,W,0,Person
bbfa0637-cf57-4011-8010-52a8b6bb0547,Agnes wife of John de Weston,W,0,Person
071fcb9c-6e46-4ee0-9c48-0841017f1866,Agnes wife of John son of John Walenc,W,0,Person
2e3f3c5c-f8e3-4a77-8024-dc7ad3b0c5c2,Agnes wife of John Wyhthed,W,0,Person
deee30cc-63e9-4899-a947-a0efaf70cd0a,Agnes wife of Richard de Dunre,W,0,Person
37a979a9-62f4-4f75-a8f9-3169a60a644c,Agnes wife of Robert le Chapmon,W,0,Person
ca7b29d9-96e5-4339-874c-ea3a5132fbfd,Agnes wife of Roger atte Walle de Eppeneye,W,0,Person
df3864ce-806a-4f03-897d-850ff0ca26ae,Agnes wife of William de la Calewe,W,0,Person
f98e97ab-dd2d-4b2a-87d3-a4c568b6dbe0,Agnes wife of William in the Wough,W,0,Person
677e6e8c-333c-4584-9083-4ee6caf7768a,Agnes wife of William Podmor,W,0,Person
1cc7c8bb-f9ec-4739-b101-2ceb1daebf4a,Agnes wife of William son of John de la More,W,0,Person
bea00640-4d69-4d9d-a7f5-6b9aad1f0c48,Alan Conyng’,M,0,Person
601030a4-2dad-43a3-b9b0-651afcf3327f,Alan de Bromfeld,M,0,Person
699c9e05-bd53-48b7-a116-74f9ad5ab01d,Alan de Charleton,M,0,Person
6ad0aa85-3175-43b2-91cd-1fec4bd02bd2,Alan de Creppynge,M,1,Person
c9090b45-8fdb-4843-98a5-641d7ec8f475,Alan de Hodenet,M,0,Person
c271f207-cc8f-499f-be17-f8d9270903b2,Alan de Leyntwardyn,M,0,Person
52134712-a164-4a3d-8593-26077dd1c384,Alan de Plukenet,M,0,Person
315cd192-e24c-4331-9e08-fb49cb792681,Alan de Walinton',M,0,Person
59a9e90f-c4ac-4eea-9321-f95bb8b3497d,Alan Plotemo’,M,0,Person
d831807b-a3f3-403c-8aef-f03451d2a3e5,Albretha de Breconia,W,0,Person
bbddf061-b995-49ae-8f64-ce93d43e1988,Alditha la Shepherd,W,0,Person
1783b02c-cff8-4bf6-8241-cdd7be6735eb,Alditha le Noreys de Breynton' Decani,W,0,Person
e797d02e-1641-40c0-b333-d564004d4a2d,Alditha wife of Gilbert atte Path,W,0,Person
ee693867-aa22-4463-a9bf-393d214b901f,Alena wife of Richard Berde de Ledbury,W,0,Person
8393c382-dd7f-406f-ac12-1cde09e3f822,Alexander archbishop of Dublin,M,1,Person
4c5eaa53-a2a8-45c7-9911-2e912f7e2bb1,Alexander de Bicknor,M,0,Person
cd6fdfbc-8751-4f5f-bae9-7ea6fac70718,Alexander de Marston,M,0,Person
9c6a65a4-5068-446b-8a69-a311cf14d465,Alexander de Much Marcle,M,1,Person
630dac2f-a1ce-457b-bbb7-a830584e9e0f,Alexander Kernel,M,0,Person
9221e5c8-2b3d-48b2-80ad-342b69b618c5,Alexander le Clerk,M,1,Person
65543f95-855b-4a1b-b3ef-0f8740853b4d,Alexander Pirk' de Bissamton',M,0,Person
1a735676-8e0e-40e2-9f5b-5713951e000d,Alfredus the chaplain,M,1,Person
a2e59298-ecc9-462e-8e23-5193a5e5c060,Alice daugher of Roger Bodi,W,0,Person
acbc4020-c05c-4cbf-89b6-a898706b6925,Alice daughter of Hugh de Moniton,W,0,Person
e025cf5d-62dc-4a5d-930d-2ea037e3e123,Alice daughter of John le Clerk,W,0,Person
1f6c7eaf-9635-4a6d-a30a-83445f148151,Alice daughter of Roger Racy de Bosbury,W,0,Person
0221f220-814f-4947-ac2f-5c33cc23da90,Alice daughter of Sibil daughter of William Deme de Parva Thinghulle,W,0,Person
20c02ee2-3fa4-4b57-a637-e922e0324c8e,Alice daughter of William Rokulf the Younger,W,0,Person
d734a120-4c80-4e2e-8a12-fa6aa46949ce,Alice la Shepherd,W,0,Person
f419fa26-c5e8-4320-9522-5bc4bc0dbb29,Alice Mansion,W,0,Person
317ddb5b-c802-41c5-bbfe-20e48298d741,Alice mother of Joan wife of John le Chaumberlyyn,W,0,Person
3ce0dec7-60ee-41aa-b0f5-703e3aaf0c18,Alice Reinald,W,0,Person
5e82e337-b517-4d8e-978e-ef440ffe99a6,Alice sister of John Penres,W,0,Person
9ad9fd98-e9dc-4766-9ddc-d3afc8c48ca8,Alice Thebet wife of John Pykeryg of Breynton,W,0,Person
4e6aba6d-09e3-4b74-b690-55cae71081bd,Alice wife of Bartholomew le Spicer,W,0,Person
64928c37-ad68-44df-b76f-4af08dd5d1a6,Alice wife of David Capenore,W,0,Person
3994953a-5c6b-4f03-a96c-4f670fcfab07,Alice wife of Henry le Reeve de Waltone daughter of Richard le Mason de Lenhales,W,0,Person
6f1b6063-6a02-480c-9fdf-b007939c88b9,Alice wife of Hugh de Westitone,W,0,Person
dde8b1ec-de0b-421d-b290-bc2349324852,Alice wife of Hugh Lemoth,W,0,Person
7b507ca1-5161-4214-8b3b-653b6e5d69da,Alice wife of John de Shokareswell' of Clifford Chambur Leyn,W,0,Person
271d5a50-2c90-40b2-b6f6-918c968fcf92,Alice wife of John de Staunton,W,0,Person
2f7561f3-a11e-4e44-9523-5f39e20bd52a,Alice wife of John Doughe,W,0,Person
dab55211-b7bb-407c-bf3e-959294015b70,Alice wife of John Hake,W,0,Person
96385c74-165b-42d2-80ec-8536ac5c2985,Alice wife of John le Brut,W,0,Person
a1cfc5e5-ecb9-4e3e-bc9a-fc3dc4bbb86d,Alice wife of John le Gurdlere de Gloucester,W,0,Person
71baa3d5-d152-4098-a1f3-111f82abc769,Alice wife of John Lightfot,W,0,Person
38410d82-e31c-4828-bf1a-71778f02d357,Alice wife of John Mon,W,0,Person
e6036811-1c4d-4a68-814a-4b5db6ec5e4f,Alice wife of John Potel of Hynleden,W,0,Person
d9eefe6c-0614-4c6d-80ab-d0a4591952c5,Alice wife of Ralph Dewy,W,0,Person
25e80a03-5cef-4601-ac73-60e5674c64b7,Alice wife of Richard de Braumford,W,0,Person
ae44eb4a-aeaf-481f-8d03-d629e1a89f27,Alice wife of Robert le Shepherd,W,0,Person
26850d6b-048e-4d87-8ee6-d9e92abfbd2d,Alice wife of Roger Bithebrok,W,0,Person
abe70ac9-6f32-44ce-9544-cb6ce2e1f89d,Alice wife of Roger de la Grene de Bulleye,W,0,Person
0a17d464-97b4-42be-b6b1-e9abc04b5971,Alice wife of Roger de la Halle de Homptone,W,0,Person
7d8d7941-4f5e-4f7d-b9ba-ceb7ca11f6ea,Alice wife of Roger son of Roger Ragoun,W,0,Person
3383d4f5-05f2-4b82-8e54-59aad2aecd6c,Alice wife of Roger Whyty de Breynton,W,0,Person
9049314b-839f-4ca5-bdff-85d01255d8b1,Alice wife of Thomas de Sheynton,W,0,Person
88d5e035-ba09-497e-96da-ecfb25123e5f,Alice wife of Thomas le Brut of Pynchencombe,W,0,Person
1373c778-b153-45c7-9c65-6bfd530782fe,Alice wife of Walter le Brut,W,0,Person
3e3185b0-bacc-49fa-802e-d99aa2e54b7c,Alice wife of Walter son of John Pigage,W,0,Person
552a602e-cad3-4520-a870-d735d1b86c1e,Alice wife of William de la Calewe widow of William de Tromppeton,W,0,Person
00fc3d62-9a79-4c5c-9b0a-47a714e7d29a,Alice wife of William Fremon of Clehonger,W,0,Person
f3286594-2be7-40f0-825d-70eab45d3767,Almaric la Zouche,M,0,Person
e4cbd5ec-393b-470d-ba92-62b6ae288890,almoner of Stanedisch,M,1,Person
05e337f5-9911-4498-9b0e-af276ab1ed21,almshouse of Hereford,M,1,Person
68000fc3-db0e-488d-b773-257bdc13bc62,Aloisius notary,M,1,Person
584d04a8-ab6d-4404-ae26-1224f3a7e9bb,Amice wife of John de Seuenak,W,0,Person
d02fa464-49ec-4db3-9569-5f904853fa23,Amphyllis wife of Roger Bodi,W,0,Person
58772259-7369-4725-9ef5-1aee4b8937c7,anachorite of St Egidius,M,1,Person
187d6948-fa02-4ea1-89fe-6e2396d617ea,Andrea Sapite,M,0,Person
93f8c6e3-b562-4905-99c5-7f4404bfbda4,Andrew de Brugg,M,1,Person
6b9558ab-beb7-4084-8838-df86a306ea95,Andrew de Cheham,M,1,Person
ea26235a-e460-412f-8bbe-b8981d7266de,Andrew de Leominster,M,1,Person
002f6425-43c5-4737-91fd-89f67f06aaa1,Andrew de Lulham,M,0,Person
409759f5-bf27-4d36-be24-57c46a76181a,Andrew de Wermenstre,M,1,Person
4aab8391-beea-4e4e-adf9-345ed973bb1f,Annabell de Ledbury,W,0,Person
9624083e-2bdf-43ac-80d2-0b4c1e5de1e0,another named,M,1,Person
c18a38a9-cfeb-406a-a268-0c7c8e4630f3,Anselm de Clermont,M,1,Person
a0d8a40e-2588-4287-885f-3368243f818b,Anselm le Mareschal,M,0,Person
6ad05d49-47d7-4aeb-9fe1-9d5d4a285906,Anthony Pesaigne,M,0,Person
a505f734-2a3c-4641-bf66-3153bfbdf9e4,apostolic see,M,1,Person
4825d40e-ea36-4416-955c-ad6dd38d1653,archbishop's clerks,M,1,Person
d248f865-3ae4-45da-8f36-8053af682659,archbishops and bishops of England,M,1,Person
fc9902ad-952a-4d20-9f5b-11ed1ce69a69,archdeacon of Hereford,M,1,Person
724d1018-4ff9-463e-a762-59080c540d53g,archdeacon of Worcester,M,1,Person
b26bd174-6064-4a1d-b147-f04ad81919af,Aredus de Bruges,M,0,Person
6a16de23-e64c-4c63-9db7-7e5a39dd2f4c,Arnald cardinal-priest of St Prisca,M,1,Person
a7cab0f0-56ef-482f-b860-b0cea3582bff,Arnald Frangerius de Cantilupo,M,1,Person
ff7864d0-5ea3-428b-baf3-ed9f610ce7cb,Arnald le Lymbernare,M,0,Person
d1ae2cf0-5331-42ae-bbe6-d2729a947e2e,Arnaldus Scarboti,M,1,Person
676332c1-6322-4dec-afb4-fc337d62fa87,Arnold le Glover,M,0,Person
f4545593-ce1e-432a-8002-47f0771618c2,Aubrey Webbe,M,0,Person
8d68a7e1-491e-4df9-be1c-e31c1989bcf2,Avicia wife of William Chardegod de Poussulle,W,0,Person
10b84d2f-2feb-4f74-9c23-8d2fdd9fb02c,Aymer de Aqua Blanca,M,1,Person
1cdb6d28-7144-489f-b1fd-1c746509fc6e,Aymer de Valence,M,0,Person
9ea91fee-ffd1-43d1-aa60-aedeacacaef4,bailiffs of the king,M,0,Person
e3040135-74a9-49b7-a8e0-718b5e96ddc7,bailiffs of the prior of Holy Trinity of Norwich of Secheford',M,0,Person
c697f5dc-fc69-4d7b-afab-ce5284f524fe,bailiffs of Wormeslow hundred,M,0,Person
cc9d92b6-4b4f-4c34-ad0a-783a46e32dc2,Baldwin de Sancto Paulo,M,0,Person
dea081a1-d9e1-4d8f-a8c5-2fbf5f910c06,Baldwin Moun,M,0,Person
e73512e1-683c-49bd-8de3-d7b0ea73741e,barons of the Exchequer,M,0,Person
f78b6024-217f-4fad-8c81-7ba571a77b18,barony of Lacy in the county of Salop,M,0,Person
c80a67e7-c26b-43a8-8fce-28c2fcdef503,Bartholomei de Guarcino,M,1,Person
0f1b23f4-bdc7-444d-8eaa-e66c486c50f9,Bartholomew de Badelesmere,M,0,Person
c0a87c7a-a6c9-4621-ae8a-4ebf7e54c5d9,Bartholomew de Badelesmere's messengers,M,0,Person
bdc193fe-f39b-4a1c-8026-8a3191164730,Bartholomew de Cleppenne,M,0,Person
ffa106a5-861d-4d0f-8305-1c68ad73658e,Bartholomew de Ferentin,M,1,Person
12897670-8d9e-496a-941f-4723a281043f,Bartholomew de la Barre,M,0,Person
d33c6bc8-abc1-48ab-990b-16186cc4dcbd,Bartholomew de Regio,M,1,Person
3b244932-c193-43d6-ac1f-92375609b344,Bartholomew de Wistanstowe son of Nicholas,M,0,Person
8d3c3940-965f-4c74-b4f9-6883ed6d497c,Bartholomew le Lougharne,M,0,Person
1ff1abc6-e1a7-43f7-9391-15e8c95f8388,Bartholomew le Spicer,M,0,Person
a12d192b-3ccd-424d-841b-3fad4d1e94da,Bartholomew the Clerk,M,1,Person
fc40347c-ba1a-4b93-91c7-ed0a0787ee22,Bartholomew Thurgrym,M,0,Person
ed7a2e7d-3bcf-44a2-921d-d1ec82226269,Bartholomew Tyrel,M,1,Person
bbbfd8fe-ed46-4063-bb23-ec5be3e37985,Beatrice daughter of William Eseger wife of John de Asshe junior,W,0,Person
750d0091-e03e-46a2-9be3-afbc2ef2d1d3,Beatrice wife of William son of William Eseger,W,0,Person
e9683793-4914-4865-9725-8e39ea589d8f,Benedict de Holtleye,M,0,Person
10c006d8-2393-40e3-be68-b04687ccaff2,Benedict de Paston,M,1,Person
38d8fffd-ee71-4478-8193-89a10545a6fa,Benedict de Wodesto[...]e,M,0,Person
7d1e4748-5fc2-4fc1-93db-171650337c63,Benedict le Hopere of Ledbury,M,0,Person
1d7aa9b7-ff50-4a9b-9047-d99396757993,Berardus de Fulginio,M,1,Person
4a85b684-3f97-4cf1-80a8-5023537c75c8,Berardus son of Santorus de Pennen',M,1,Person
f97c60b1-c945-4aee-b5ba-648a672f0cbd,Bernard de Novo Dampno,M,1,Person
4b36a07b-4f1d-4354-aa83-a91ee2e09b35,Bernard Viventis,M,1,Person
2810fabd-3d4b-4042-a3ba-ded7b3c7c2fd,Berton,M,0,Person
73419a79-e39a-4f95-891c-bee85dd7a04d,Bertraminus,M,1,Person
4e8a265e-8770-4f67-b439-ff72c87563b2,Bertrand cardinal-deacon St Mary in Aquiro,M,1,Person
b7ec39ba-1f46-47eb-91b7-a6bd900cf26a,Bevia ap Eneas,M,0,Person
a6215ece-4999-4928-a879-a886635a5d69,bishop of Bangor,M,1,Person
0d75305d-89af-4da3-b7ba-6421a1a97da3,bishop of Hereford,M,1,Person
846b0643-de6d-4e3f-9722-5bea31172220,bishop of Hereford's bailiffs and servants,M,0,Person
1eb4933c-65f8-40fc-9eb8-7a62800229b5x,bishop of Hereford's tenants,U,0,Person
57f1708f-8ab0-48a3-bacf-68b013cbef811,bishop of London,U,0,Person
ed182fa0-cd4e-45b4-b20f-ea8713718291,Blaise de Sene,M,0,Person
9aa7dba0-574e-4899-827f-0a1e7866a115,Bonafacio bishop of Alba,M,1,Person
ff748909-4d71-4770-8c58-3d9eec1cad41,brothers and sisters at St Egidius,W,1,Person
5e0fc2cf-5ead-49f0-8fb0-ffaf21b09f1f,Brun father of Thomas,M,0,Person
014deba4-3aef-4d69-8bbd-026d4bd51d99,Buxolus de Parma,M,1,Person
d2bbfcbb-1acd-4bd2-9743-aaf101d16bf7,canons of Salop,M,1,Person
e993247c-5282-4acc-b3ad-87688e1a640f,canons residentiary of Hereford,M,1,Person
52b15dfe-60ba-4ee5-aa30-40b20bc77994,canons' bakehouse at Hereford,M,1,Person
2d7adf9a-0841-4261-8b21-4b3d9ee96a95,Cantilupe canonization investigators,M,1,Person
0c43b7bf-375b-4d88-b274-7bd8cb05be6c,Cantilupe canonization judges,M,1,Person
d8761db1-d9c8-4d05-81eb-4448c24cbc33,capital lords of the fee,M,0,Person
a233a8da-4146-4ae7-a2fa-95aba1a0251b,capital lords of the fee,M,0,Person
5cc430bd-59d3-450f-b190-72f59c7ed480,capital lords of the fee,M,0,Person
5ad2e07e-32fa-4a68-ad59-4451fe9ef060,capital lords of the fee,M,0,Person
2d46c987-0d49-4576-b481-7f574f220de2,capital lords of the fee,M,0,Person
