UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,JOB,COMMENTS
ab07f141-de09-43ba-a8ed-40a3d0d70f32,HCM_1836.txt,Thomas le Childe',char-offset:412,PERSON,,,,,,,,,parishioners,
5e8c126d-625d-4b39-afd7-4c99b218e156,HCM_1836.txt,Richard le Child',char-offset:431,PERSON,,,,,,,,,parishioners,
50811aaa-de7e-4c91-aa92-4096d3e9caa2,HCM_1836.txt,Henry le Forester de Corston',char-offset:454,PERSON,,,,,,,,,parishioners,
7b51e69e-a226-44c0-99ee-63a6c30443c5,HCM_1836.txt,Corston',char-offset:475,PLACE,http://sws.geonames.org/2652313,Corston,,51.385,-2.44028,,UNVERIFIED,Nominative,,
b03c8a45-9f31-49ca-a3b7-a4c7c00f6eda,HCM_1836.txt,parishioners,char-offset:485,,,,,,,,,Job,,
61f90e63-f2df-4d84-b978-9df357076073,HCM_1836.txt,Dudelebury,char-offset:561,PLACE,,,,,,,UNVERIFIED,Nominative,,
009a4c12-cb29-45ad-82cc-e07dfae8aeb8,HCM_1836.txt,Longestaunton',char-offset:576,PLACE,,,,,,,UNVERIFIED,Nominative,,
42acb91d-3f33-494d-9ea5-be461bdd2fcd,HCM_1836.txt,Corston,char-offset:609,PLACE,http://sws.geonames.org/2652313,Corston,,51.385,-2.44028,,VERIFIED,,,
dc8bb949-7ca6-4e38-9f89-eb6889d3ac7d,HCM_1836.txt,Dudelebur,char-offset:749,PLACE,,,,,,,UNVERIFIED,Given at,,
2bf8bab5-b495-4923-8eef-91c8d56b4b17,HCM_1836.txt,Latin,char-offset:761,,,,,,,,,Language,,
186ab146-d365-4c1c-b937-484ddf567943,HCM_1848.txt,Nicholas de Yanewrth,char-offset:97,PERSON,,,,,,,,,receiver of the annual tenth,
f8585af1-648a-4a14-ace9-5899000476f9,HCM_1848.txt,"Yanewrth',",char-offset:109,PLACE,,,,,,,UNVERIFIED,Nominative,,
aa69697c-e88e-4a86-a527-b2c734b855af,HCM_1848.txt,chaplain,char-offset:120,,,,,,,,,Job,,
d1e3b1c5-6aac-4c19-80c5-0cf284499f82,HCM_1848.txt,receiver of the annual tenth,char-offset:133,,,,,,,,,Job,,
1c07dd42-5bf4-456b-9ccf-165ae8aff7ef,HCM_1848.txt,Pope Clement V,char-offset:187,PERSON,,,,,,,,,,
ff7f1454-3dab-4947-a84f-64bb6ae0f61f,HCM_1848.txt,Hereford,char-offset:246,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,UNVERIFIED,,,
f2462521-bd60-4599-befa-870e20475ea1,HCM_1848.txt,dean and chapter of Hereford,char-offset:262,PERSON,,,,,,,,Collective,,
67568dc0-08b3-4aa5-a6f2-cb7ccbde1c83,HCM_1848.txt,Hereford,char-offset:282,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,UNVERIFIED,,,
64a9b119-0b3a-4a8a-85f9-55e2293f47ce,HCM_1848.txt,subcollectors of the said tenth,char-offset:292,,,,,,,,,Job,dean and chapter of Hereford,
6b2bf0ab-f302-4a06-9a85-f38359ef927c,HCM_1848.txt,James de Henle,char-offset:379,PERSON,,,,,,,,,canons of the cathedral church of Hereford,aka Henley
b1fcea34-9e6e-41ed-a528-20ffba5d7741,HCM_1848.txt,Henle,char-offset:388,PLACE,,,,,,,UNVERIFIED,Nominative,,
88a52373-87b1-460a-a869-ec8622ef3690,HCM_1848.txt,Adam Carbonel,char-offset:404,PERSON,,,,,,,,,canons of the cathedral church of Hereford,
1ef92443-6b95-4ed7-bc36-eb27d70f2ab8,HCM_1848.txt,Stephen de Thanet’,char-offset:431,PERSON,,,,,,,,,canons of the cathedral church of Hereford,
b33f0fa7-4e0e-4ece-84a3-8366530d0795,HCM_1848.txt,Thanet’,char-offset:442,PLACE,http://geo-kima.org/place/8326,Thanet (England),,,,,UNVERIFIED,Nominative,,
b1f610f4-e921-4bca-a800-c04a1922e8ce,HCM_1848.txt,canons of the cathedral church of Hereford,char-offset:451,,,,,,,,,Job,,
ba4344c1-7b16-4f1e-93b5-e6c5b9551228,HCM_1848.txt,Hereford,char-offset:485,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
da09551c-cc5a-4de5-b166-f23b3a3d99cf,HCM_1848.txt,dean end chapter of Hereford,char-offset:537,PERSON,,,,,,,,Collective,,
23891699-4f67-44e5-84e5-9a436a374e6b,HCM_1848.txt,Hereford,char-offset:557,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
a9451f06-7e1d-408c-9113-cf70526fcf83,HCM_1848.txt,Latin,char-offset:567,,,,,,,,,Language,,
6f0bf1d7-c93b-42fa-b948-770d8956abe5,HCM_1854.txt,Edward II,char-offset:35,PERSON,,,,,,,,,,"Edward II, King of England"
2f30c594-1f8d-442a-8f7f-9d619746b8ae,HCM_1854.txt,"A[dam], bishop of Hereford",char-offset:57,PERSON,,,,,,,,,,"Adam Orleton, Bishop of Hereford"
c8e059b7-f155-4579-818a-21ae81fd6e3c,HCM_1854.txt,Hereford,char-offset:75,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
c84869aa-35e7-4ff5-86a3-9169d8410453,HCM_1854.txt,"dean and chapter of Hereford,",char-offset:96,PERSON,,,,,,,,Collective,,
6bd15dd5-0b01-40b7-bdda-e2470cefb21b,HCM_1854.txt,Hereford,char-offset:116,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
20e7e965-e330-48fe-a507-cb1977163838,HCM_1854.txt,Pope John XXII,char-offset:140,PERSON,,,,,,,,,,
3cae4232-0811-4570-9928-fe57d5d0f214,HCM_1854.txt,Pope Clement V,char-offset:268,PERSON,,,,,,,,,,
f4e4cfae-31c6-4cec-848e-1a9b733abd61,HCM_1854.txt,the said bishop,char-offset:299,PERSON,,,,,,,,,,"Adam Orleton, Bishop of Hereford"
733abea5-a4b1-4f4f-97e2-5df40f080f85,HCM_1854.txt,dean and chapter,char-offset:319,PERSON,,,,,,,,Collective,,dean and chapter of Hereford
67bd3208-bdbb-4c97-a63b-d5cf520e7c6b,HCM_1854.txt,the Exchequer,char-offset:387,PERSON,,,,,,,,Collective,,
861ee69a-806e-4afa-8a84-4db41083327a,HCM_1854.txt,the Exchequer,char-offset:567,PERSON,,,,,,,,Collective,,the Exchequer = unit of crown government
ddbee217-22b5-4b69-b826-a586fc66248e,HCM_1854.txt,Westminster,char-offset:628,PLACE,http://sws.geonames.org/2634341,City of Westminster,,51.5,-0.11667,,VERIFIED,Given at,,
8cf2ab32-032e-4555-b029-d633058808fb,HCM_1854.txt,Latin,char-offset:641,,,,,,,,,Language,,
bf687442-b9a6-465b-84c2-9ea6119393db,HCM_1834.txt,dean and chapter of the cathedral church of Hereford,char-offset:54,PERSON,,,,,,,,Collective|Principal,,
25c76c03-e25f-48d4-a7c3-0752cff1681d,HCM_1834.txt,Hereford,char-offset:98,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
3c45d528-790a-4a46-9dfa-1718a51dfeae,HCM_1834.txt,Nicholas de Yaneworth,char-offset:127,PERSON,,,,,,,,Principal,vicar in the said church,
683a5cad-6222-4d51-8bf1-0c078474f7bd,HCM_1834.txt,Yaneworth',char-offset:139,PLACE,,,,,,,UNVERIFIED,Nominative,,
da4dffc8-0b24-44e4-9cf0-2ee68f70cacd,HCM_1834.txt,vicar in the said church,char-offset:160,,,,,,,,,Job,,
8ad72627-ef40-4273-9689-0e9a347df231,HCM_1834.txt,Crusades,char-offset:253,EVENT,,,,,,,,,,
b762c992-6444-4de9-b0eb-8cd954fece86,HCM_1834.txt,chapter-house,char-offset:288,,,,,,,,,Building,,Chapter House of Hereford
57cf19ce-958c-4a14-9107-1506d363d032,HCM_1834.txt,Nicholas,char-offset:410,PERSON,,,,,,,,,,"that is, Nicholas de Yaneworth, perpetual vicar in the cathedral church of Hereford"
1843a632-0a10-4fe8-90bc-059ee1f750bd,HCM_1834.txt,bishops of London,char-offset:556,PERSON,,,,,,,,Office,collectors of the said tithe for Pope Clement [V],Ralph Baldock was Bishop of London 1304-1313; Gilbert Seagrave was Bishop of London 1313-1316
7deadbd5-6c0b-4b87-8a83-f19950cc1330,HCM_1834.txt,London,char-offset:567,PLACE,http://sws.geonames.org/6058560,London,,42.98339,-81.23304,,VERIFIED,Nominative,,
3aa73539-4166-433a-8f86-6a46a0e12939,HCM_1834.txt,Lincoln,char-offset:578,PERSON,,,,,,,,Office,,John Dalderby was Bishop of Lincoln 1300-1320
7befbc3c-030b-404d-95fd-efa8c6f3d339,HCM_1834.txt,"Lincoln,",char-offset:578,PLACE,http://sws.geonames.org/5072006,Lincoln,,40.8,-96.66696,,VERIFIED,Nominative,,
2a0cfcb5-1563-4d6d-9d06-96ef6667188d,HCM_1834.txt,collectors of the said tithe for Pope Clement [V],char-offset:587,,,,,,,,,Job,Lincoln,
b02065ce-f84a-4f1c-b414-5c570ab27701,HCM_1834.txt,"Pope Clement [V],",char-offset:620,PERSON,,,,,,,,,,
afe3629b-0e99-44de-befd-4c8ec7ef6d5a,HCM_1834.txt,dean and chapter of Hereford,char-offset:654,PERSON,,,,,,,,Collective,,
4ca6cf2b-e9c3-4d84-a55c-743c854a5a22,HCM_1834.txt,Hereford,char-offset:674,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
6f4d6c51-8b1e-4474-8dec-22d7c12d81da,HCM_1834.txt,London,char-offset:728,PLACE,http://sws.geonames.org/6058560,London,,42.98339,-81.23304,,VERIFIED,Given at,,
41711be2-c1c8-4d94-95cf-42d5a579f4c2,HCM_1834.txt,dean and chapter,char-offset:756,PERSON,,,,,,,,Collective,,dean and chapter of Hereford
28fb73e4-38a4-4399-badc-9f88c956d95f,HCM_1834.txt,Hereford,char-offset:841,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
1bff4a44-9753-42b5-82a3-9c2a7525a2eb,HCM_1834.txt,dean and chapter,char-offset:860,PERSON,,,,,,,,Collective,,dean and chapter of Hereford
802c25d5-f87a-49e3-8a88-46a345f9daa0,HCM_1834.txt,John de M'ndene,char-offset:950,PERSON,,,,,,,,,,
178a8dd1-2f73-4251-9345-a5e274564e65,HCM_1834.txt,M'ndene,char-offset:958,PLACE,,,,,,,UNVERIFIED,Nominative,,
d9fa0451-19b9-4099-ab82-46c9eac2ab30,HCM_1834.txt,St. Paul's London,char-offset:1186,PLACE,http://mapoflondon.uvic.ca/STPA2.htm,St. Paul’s Cathedral,,51.5137417,-0.098465147,,VERIFIED,,,
749f29bf-6e73-4310-9176-4c4cf9f7471d,HCM_1834.txt,London,char-offset:1197,PLACE,http://sws.geonames.org/6058560,London,,42.98339,-81.23304,,UNVERIFIED,,,
028957b0-c114-4f3f-b637-8972f48c8cb4,HCM_1834.txt,Latin,char-offset:1259,,,,,,,,,Language,,
UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,,COMMENTS
ee448b54-6f92-44e5-840b-4445da52eab3,HCM_1025.txt,Walter de Dunr,char-offset:99,PERSON,,,,,,,,,,
4a86e67b-98cf-40ba-955a-4719f081406b,HCM_1025.txt,Richard de Swynefeud,char-offset:155,PERSON,,,,,,,,Dead,,
a8130161-89c3-43b1-b749-f3816256e867,HCM_1025.txt,bishop of Hereford,char-offset:186,,,,,,,,,Office,,
bb8dc318-968d-45eb-b7e9-99de7a96b953,HCM_1025.txt,Hereford,char-offset:196,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,Richard de Swynefeud,
894d8395-c627-4ced-8443-0944a1777ad5,HCM_1025.txt,Bromyard,char-offset:308,PLACE,http://sws.geonames.org/2654578,Bromyard,,52.19019,-2.50875,,VERIFIED,,,
1bfbf82e-2cc2-4388-ada3-aa8d55e8fd1c,HCM_1025.txt,Richard,char-offset:392,PERSON,,,,,,,,,,
7786a01c-dc2a-455e-b22e-0e73dd18eb5f,HCM_1025.txt,Hereford,char-offset:410,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Given at,,
adc0a9c7-e5fc-4380-afef-c26c421f6836,HCM_1025.txt,Latin,char-offset:420,,,,,,,,,Language,,
8f8bf768-bdba-4cfc-9224-14b61638fb7f,HCM_1025.txt,Bromyard Hoddesbach,char-offset:463,PERSON,,,,,,,,Scribe,,
e95a2eba-6319-4414-a886-45cf1308fa0e,HCM_1049.txt,Richard,char-offset:119,PERSON,,,,,,,,,bishop of Hereford,
ad201310-a70c-43c5-ae6f-3ce008a716bf,HCM_1049.txt,bishop of Hereford,char-offset:128,,,,,,,,,Office,,
7b5aa86e-113b-4d6b-ba8c-7dea68191e80,HCM_1049.txt,Hereford,char-offset:138,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
db3063b4-4671-4fd7-9813-e25977a3d3e6,HCM_1049.txt,John de Kemeseye,char-offset:159,PERSON,,,,,,,,,,
372d365d-cb95-4bc1-8f56-7847267a9ac7,HCM_1049.txt,dean and chapter of Hereford,char-offset:221,,,,,,,,,Office,,
022c4f32-217b-4fa8-b3c1-d5b86f0e9f78,HCM_1049.txt,Feast of Saint Barnabas the apostle,char-offset:274,EVENT,,,,,,,,,,
ed39a90c-2f05-4daa-b00c-07fc73a637ff,HCM_1049.txt,Hereford,char-offset:313,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
56a6392c-0860-4d1b-be98-163158f95189,HCM_1049.txt,dean and chapter,char-offset:395,,,,,,,,,Office,,
7b17473a-8cd8-4666-b8a0-81cef53dda00,HCM_1049.txt,Bosebur,char-offset:440,PLACE,,,,,,,NOT_IDENTIFIABLE,Given at,,
ab4cf8ab-2c38-4a88-a5a6-7364698e0ffe,HCM_1049.txt,Latin,char-offset:450,,,,,,,,,Language,,
30f82127-1e5c-42ac-a4af-cb0997b75c85,HCM_1023.txt,Richard de Hamenasch,char-offset:104,PERSON,,,,,,,,,canon of Hereford,
bf1874eb-6e3f-4a30-b8a8-20afa45a84e1,HCM_1023.txt,canon of Hereford,char-offset:127,,,,,,,,,Office,,
cfcdfacf-6ee9-45d1-82d3-799161687b93,HCM_1023.txt,Hereford,char-offset:136,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
5970dd71-b969-4018-a395-4098835a272a,HCM_1023.txt,Richard de Swynefeud,char-offset:186,PERSON,,,,,,,,Dead,bishop of Hereford,
03173be6-28a8-4210-9d82-d3f6aad2b4bd,HCM_1023.txt,bishop of Hereford,char-offset:217,,,,,,,,,Office,,
0be542d1-7db5-41d3-a1eb-a6ebd75367e1,HCM_1023.txt,Hereford,char-offset:227,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
9a71439d-ba06-46b8-a426-2f15699ee3be,HCM_1023.txt,Richard,char-offset:333,PERSON,,,,,,,,,,
977ad8ad-0eba-4829-af7f-5aa0330956ee,HCM_1023.txt,Hereford,char-offset:382,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Given at,,
e9e98b28-5cb0-4608-a405-270c95e5b6bc,HCM_1023.txt,Latin,char-offset:392,,,,,,,,,Language,,
68ae0b46-957e-4fb1-8a53-6be7312ec253,HCM_1024.txt,Richard de Oxindenn,char-offset:38,PERSON,,,,,,,,,,
c7b9ea07-68ce-466a-9721-a16e8cf2ce7a,HCM_1024.txt,John de Kemeseye,char-offset:70,PERSON,,,,,,,,Executor,treasurer of Hereford,
d62ec323-5716-4bfa-8f34-e3821471e924,HCM_1024.txt,treasurer of Hereford,char-offset:88,,,,,,,,,Office,,
724bb518-d2c6-4a2d-841c-b14e83636193,HCM_1024.txt,Richard de Swynefeud,char-offset:158,PERSON,,,,,,,,Dead,bishop of Hereford,
0a24f226-45cd-48f1-a4ff-20d274ec0d6c,HCM_1024.txt,bishop of Hereford,char-offset:189,,,,,,,,,Office,,
7751952e-81da-4c54-9b91-b628d2dd5a7c,HCM_1024.txt,Hereford,char-offset:199,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
48d2a297-c844-48b3-984c-b16cab930482,HCM_1024.txt,Richard,char-offset:276,PERSON,,,,,,,,Dead,,
0677e419-e61b-41aa-b882-10209fb85131,HCM_1024.txt,Hereford,char-offset:324,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Given at,,
dc1648b8-0432-4e36-a7ba-e864cac8d5e7,HCM_1024.txt,Latin,char-offset:334,,,,,,,,,Language,,
fd50b379-4920-4ec4-b7d5-f45f2fe0fae4,HCM_1024.txt,Two seals both broken at the edges,char-offset:341,,,,,,,,,Material feature,,
5cbfd43e-b4cc-4808-9055-abe1441dd690,HCM_1035.txt,William de Suanton,char-offset:38,PERSON,,,,,,,,,rector of the church of Cherring',
4a07668f-487b-4777-bdfa-09aa84a42a95,HCM_1035.txt,rector of the church of Cherring',char-offset:59,,,,,,,,,Office,,
6b76c3c2-cf9c-4009-abdd-957e73011589,HCM_1035.txt,Cherring,char-offset:83,PLACE,,,,,,,NOT_IDENTIFIABLE,,,
2ec3774f-0ddd-4e68-9173-57d9fdc8b2a6,HCM_1035.txt,Richard de Swynefeud,char-offset:133,PERSON,,,,,,,,Dead,bishop of Hereford,
19ace0be-eeb2-44c2-9491-f3b994873bc0,HCM_1035.txt,bishop of Hereford,char-offset:164,,,,,,,,,Office,,
c6c25bf6-7ef1-4e74-9e87-664c5fb7a2be,HCM_1035.txt,Hereford,char-offset:174,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
0e6af8a3-8959-4135-8813-9d4fb5a1b0e1,HCM_1035.txt,Richard,char-offset:257,PERSON,,,,,,,,Dead,,
b16eab65-81d7-4019-a03e-1c1e3e78c502,HCM_1035.txt,London,char-offset:305,PLACE,http://sws.geonames.org/6058560,London,,42.98339,-81.23304,,UNVERIFIED,Given at,,
4898ad80-dcd4-4c72-ad9a-56e45310cf2e,HCM_1035.txt,Latin,char-offset:313,,,,,,,,,Language,,
7cad39d5-1187-4ca7-9822-6e27861b2294,HCM_1035.txt,Seal broken at the edges,char-offset:320,,,,,,,,,Material feature,,
UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,,COMMENTS
d202fd0b-920e-4d1b-b139-095905bcba2b,HCM_2878.txt,John de Kemes,char-offset:98,PERSON,,,,,,,,,treasurer of Hereford,
b17e74d8-608b-4962-9dba-881857becf17,HCM_2878.txt,treasurer of Hereford,char-offset:114,,,,,,,,,Office,,
97a7f0fd-8a29-4a3d-8de9-f3ecc2ab3c58,HCM_2878.txt,Hereford,char-offset:127,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Nominative,,
85de980d-dc33-43bf-8ef5-7c5c7b1d4173,HCM_2878.txt,Willion Vallet,char-offset:148,PERSON,,,,,,,,,vicar in the church of Hereford,
3060ae62-da6a-4df8-bf4d-276b4fc5b25a,HCM_2878.txt,vicar in the church of Hereford,char-offset:164,,,,,,,,,Office,,
57b3cc95-08b7-4b9e-bd31-0d6593ca96e0,HCM_2878.txt,Hereford,char-offset:187,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
0dfbe57d-edb5-4465-adab-6bdaaacf6e88,HCM_2878.txt,Bosebur,char-offset:240,PLACE,,,,,,,NOT_IDENTIFIABLE,Given at,,
64b2b9fd-fd97-4858-a0ef-2d2766782831,HCM_2878.txt,Latin,char-offset:250,,,,,,,,,Language,,
de2687bc-aaf8-49e0-9306-9e17b9b8275c,HCM_2877.txt,sub-dean of Hereford,char-offset:106,,,,,,,,,Office,,
8901cbb5-66c9-4e39-ab0c-0db059dc07be,HCM_2877.txt,Hereford,char-offset:118,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
e32fb561-03b3-4abb-8cea-06cd201103d3,HCM_2877.txt,Hereford,char-offset:173,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
b542b572-4660-4039-a363-d82b8c11f944,HCM_2877.txt,Thomas de Ayleston,char-offset:186,PERSON,,,,,,,,Principal,,
268945ba-f912-4da2-bd68-de3581393033,HCM_2877.txt,Hereford,char-offset:218,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
107e7f7b-a20d-46b9-8299-063cd7acabd4,HCM_2877.txt,Hugh de Monyton,char-offset:341,PERSON,,,,,,,,,,
dfa5ef48-99b3-4cac-a71a-b278c9dd2661,HCM_2877.txt,Hereford,char-offset:378,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
dec41e09-d996-4237-96fa-c163c3ebe7f8,HCM_2877.txt,Latin,char-offset:426,,,,,,,,,Language,,
7289c5eb-4f25-4a14-bebf-b73e4357b030,HCM_2877.txt,Broken seal,char-offset:433,,,,,,,,,Material feature,,
a308d99b-a844-4c0e-9b4a-099afac7e65c,HCM_2879.txt,John de Sevenak,char-offset:68,PERSON,,,,,,,,Principal,,
b13c6bc6-64bb-48d1-a8b0-20bd479e76af,HCM_2879.txt,John de Kemeseye,char-offset:97,PERSON,,,,,,,,,treasurer in the church of St. Ethelbert of Hereford,
beee84f3-d1fa-476e-b50c-20eef306a91c,HCM_2879.txt,treasurer in the church of St. Ethelbert of Hereford,char-offset:115,,,,,,,,,Office,,
052d1aef-f33e-45f3-a06d-79831f9f8eb3,HCM_2879.txt,Hereford,char-offset:159,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
5065f1c9-a0b3-46e8-9480-abf10bb515ef,HCM_2879.txt,five acres of arable land,char-offset:180,,,,,,,,,Property,,
b46c424a-6431-4b92-8fd2-f5cbf273b137,HCM_2879.txt,Chyrchebroynton,char-offset:209,PLACE,,,,,,,NOT_IDENTIFIABLE,,,
267ba7e5-6779-48c5-890b-4def98ef9342,HCM_2879.txt,John Toky,char-offset:236,PERSON,,,,,,,,,,
9da66961-ce09-4c13-9a2a-1e519aad80a8,HCM_2879.txt,magister,char-offset:256,,,,,,,,,Office,,
dbc05069-f5d2-49f6-bd5d-8ba49799c92a,HCM_2879.txt,Roger de Sevenak,char-offset:265,PERSON,,,,,,,,,magister,
ceaa29e4-081b-4c7d-813e-be54b06e27a9,HCM_2879.txt,canon of Hereford,char-offset:293,,,,,,,,,Office,,
7662250c-5d2d-4ae4-8bbd-45d05b123d60,HCM_2879.txt,Hereford,char-offset:302,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
b1193680-61de-44f9-a955-4bee148d3e2f,HCM_2879.txt,Roger de Sevenak,char-offset:328,PERSON,,,,,,,,,,
c5113d94-fa14-4d46-9a8b-44a1c1e2279f,HCM_2879.txt,Hereford,char-offset:379,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,Given at,,
11c4253d-e388-47e6-9da1-8b101241419f,HCM_2879.txt,William de Stretton,char-offset:400,PERSON,,,,,,,,Witness,,
439612a4-7fe7-4f5f-a84c-6607fa3c5033,HCM_2879.txt,John de Brugge,char-offset:422,PERSON,,,,,,,,Witness,,
55a88994-6394-4564-b48c-bbf350a45320,HCM_2879.txt,Gilbert Ives,char-offset:438,PERSON,,,,,,,,Witness,,
27909df2-aa7f-4520-a517-a661d2cd59c8,HCM_2879.txt,Hugh le Schypward,char-offset:452,PERSON,,,,,,,,Witness,,
dbac9f1a-b943-441b-bd64-5029c314bc57,HCM_2879.txt,William de Byspewalle,char-offset:471,PERSON,,,,,,,,Witness,,
520905a9-959f-4a8b-a8f1-4a6f5b13bec2,HCM_2879.txt,Adam Hwyty,char-offset:494,PERSON,,,,,,,,Witness,,
bbd45afc-6198-4f92-a58e-205133936529,HCM_2879.txt,Henry de Underwode,char-offset:506,PERSON,,,,,,,,Witness,,
d82b0efe-a254-4eee-b351-e36673fb42b1,HCM_2879.txt,Latin,char-offset:526,,,,,,,,,Language,,
079b1874-7ebd-48db-9aea-8c4a20de9b42,HCM_2880.txt,dean and chapter of the church of Hereford,char-offset:44,,,,,,,,,Collective,,
0f97eeab-9442-4b49-a55f-02d9289cad4a,HCM_2880.txt,Hereford,char-offset:78,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
570bded8-1b5b-4cff-a5f7-dc8dcd3cef2c,HCM_2880.txt,Thomas de Penebrugg,char-offset:96,PERSON,,,,,,,,,,
69b3bcf8-8389-4c70-bccf-462d2b67edc1,HCM_2880.txt,Berton,char-offset:175,PLACE,,,,,,,NOT_IDENTIFIABLE,,,
91e210b0-5809-4675-8449-1c5f601ab97c,HCM_2880.txt,houses,char-offset:220,,,,,,,,,Property,,
0b382823-c034-4f26-b79c-ce932899a097,HCM_2880.txt,Hereford,char-offset:230,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
0cafc5a6-182d-4b6f-b0c2-ba4ffade616e,HCM_2880.txt,John de Kemeseye,char-offset:257,PERSON,,,,,,,,,late treasurer and prebendary of Berton�,
410210c9-0cb0-45b6-8d99-77ed518ca869,HCM_2880.txt,late treasurer and prebendary of Berton’,char-offset:275,,,,,,,,,Office,,
f1c64606-958a-41fe-94a0-91f8aff04981,HCM_2880.txt,Berton,char-offset:308,PLACE,,,,,,,NOT_IDENTIFIABLE,,,
f38b8413-b6cb-48df-876d-a6378baf4525,HCM_2880.txt,Westminster.,char-offset:327,PLACE,http://sws.geonames.org/2634341,City of Westminster,,51.5,-0.11667,,VERIFIED,Given at,,
a96fb4cf-0b84-48f5-b5a5-d5ab8759bc8b,HCM_2880.txt,Latin,char-offset:340,,,,,,,,,Language,,
8f955452-4e37-441a-9f87-9f17caa3ebf3,HCM_2876.txt,Ralph le Baron of Wydemarsmore,char-offset:33,PERSON,,,,,,,,Principal,,
5b19303e-05dd-49b6-878c-56e0a17a120c,HCM_2876.txt,Wydemarsmore,char-offset:51,PLACE,,,,,,,NOT_IDENTIFIABLE,Nominative,,
edaa4de3-bbd9-4b1c-9f6c-e09b77413517,HCM_2876.txt,Hugh de Browse,char-offset:76,PERSON,,,,,,,,,penitentiary of the church of Hereford,
b9dd4470-0d2d-46db-b36a-9a46716878ea,HCM_2876.txt,penitentiary of the church of Hereford,char-offset:92,,,,,,,,,Office,,
f40b1951-9b70-43a1-9db1-36bfae049fd5,HCM_2876.txt,Hereford,char-offset:122,PLACE,http://sws.geonames.org/2647074,Hereford,,52.05684,-2.71482,,VERIFIED,,,
47a2fa64-e3af-484b-af68-90cb9b0377c8,HCM_2876.txt,two acres of land,char-offset:141,,,,,,,,,Property,,
2d706a7b-ba02-4dbc-bff6-3f83300ef759,HCM_2876.txt,Gerlecroftes,char-offset:177,PLACE,,,,,,,NOT_IDENTIFIABLE,,,
