"source","relation","target","source_id","source_tags","target_id","target_tags"
"Laurence brother of the said John","Brothers","John son of Stephen","7c2824cf-3cdf-4e11-9b36-9e8dcfa25d33","Witness","76b31765-e65f-4f8b-a9de-3809904df634","Witness"
"clerk","Job","Richard Heruy","36ea3c32-0b09-45c3-a565-e9d863960b22","Job","f0c7307a-b7c0-4c77-a100-e481c05189e8","Witness|Scribe"
"John de la Pounde","Neighbors","John Spark","5a5494ff-b38e-4cbe-b856-b7df5e178d6f","","e4db6c49-666b-4f78-9fde-112262c2fa3d",""
"John de la Pounde","Neighbors","John Lyhtfot","5a5494ff-b38e-4cbe-b856-b7df5e178d6f","","047399c6-c4a4-4843-a892-d6e9ff2d7435",""
"perpetual chaplain","Job","Richard de Wykewane","352ebc1e-7933-4d0c-ad91-35eb245048f4","Job","e337ec31-ba1c-407c-9d35-0cd2012de4da","Principal"
"penitentiary in the church of St. Ethelbert of Hereford","Job","Hugh de Brehousa","79a2d28f-d5ed-4da7-96c3-f41e229ed70d","Job","b7d410d0-0c08-4466-8197-b809f45c40f4",""
"rector of the parish church of Hompton' near Hereford","Job","Thomas de Dan","bee33a61-9920-4388-a949-1084a5b515d7","Job","b08c7465-e4d0-48cf-83e4-16978b59f673",""
"commissary of the official of Adam [Orleton], bishop of Hereford","Job","Richard de Sydenhale","f16a34ca-ccff-4c7d-ab5e-9699a5579d9d","Job","8c36dc0f-d3cf-41f2-a2c8-0d4eec7e6d5d","Principal"
"John son of Stephen","Son of","Stephen","76b31765-e65f-4f8b-a9de-3809904df634","Witness","6fc52e64-d3b0-42ef-bb9b-55599a07afb8",""
"Thomas Theobaud","Neighbors","Giles le Deyare","783f8e8d-7205-4650-b831-4aa2d1eead94","","2b5d967c-5d87-4fdb-8a33-a337a94de80e",""
"Thomas Theobaud","Neighbors","John Throm","783f8e8d-7205-4650-b831-4aa2d1eead94","","6eacb37b-f10f-4e67-bf32-fa1df1e1ff8b",""
"John Pryde","Neighbors","William Vynt","3722ed15-9bd0-442e-a412-fbfd5c519fcd","","69cbd349-94e5-4efa-965c-f1adf821b073",""
"John Pryde","Neighbors","the house of the lepers of Yeygne","3722ed15-9bd0-442e-a412-fbfd5c519fcd","","9ec96ba2-82c5-42f7-9710-7bdb6d575224","Building"
"William Vynt","Neighbors","the house of the lepers of Yeygne","69cbd349-94e5-4efa-965c-f1adf821b073","","9ec96ba2-82c5-42f7-9710-7bdb6d575224","Building"
"executors of the will of dominus Stephen de Thansto, formerly dean of Hereford","Job","Robert de la Doune","af58d856-e070-49e4-b9bb-77c09e2d3382","Job","e7210b03-da7d-408a-87e5-1d53ec3c05c2","Principal"
"executors of the will of dominus Stephen de Thansto, formerly dean of Hereford","Job","Richard de Nonnynton","af58d856-e070-49e4-b9bb-77c09e2d3382","Job","cf8a4326-0f0f-4770-8a59-9e1cb00462cf","Principal"
"executors of the will of dominus Stephen de Thansto, formerly dean of Hereford","Job","Hamon de Sandwyco","af58d856-e070-49e4-b9bb-77c09e2d3382","Job","9bd0889d-bbd5-440e-ba6f-86a14754207a","Principal"
"rector of the church of Wrocwardin","Job","John de Cherlton","b15d29a6-429a-487e-a81f-19092c1e5276","Job","180e2beb-d5c8-4491-8778-99dbaafb4e07",""
"John de Cherlton","Agent of","Thomas de Dan","180e2beb-d5c8-4491-8778-99dbaafb4e07","","b08c7465-e4d0-48cf-83e4-16978b59f673",""
"Thomas Theobaud","Neighbors","John Throm","74e1a249-00fb-4b77-ad17-fe298601f53e","","4219fe1d-3a1c-4f4a-b40c-180737e3a5d4",""
"chaplains","Job","Ralph de Buesham","1372e7e2-22d3-43c1-9598-3e608f6d9c7b","Job","68e38578-29a5-4ec5-8e99-da0cb6f56fa1","Principal"
"chaplains","Job","Phillip de Stottesdon","1372e7e2-22d3-43c1-9598-3e608f6d9c7b","Job","5451def1-9f23-4038-8774-41f3b5186c8c","Principal"
"chaplains","Job","John son of John the baker","1372e7e2-22d3-43c1-9598-3e608f6d9c7b","Job","c5abf226-9faf-4a22-85d8-efc4ef6c2364","Principal"
"original proctor of the said vicars","Job","Bartholomew the scribe of Hereford","fc4ec85a-d300-49a2-bdee-3932a0f232e6","Job","615be518-5ba1-4cd0-a66a-22823473b0be",""
"dean","Job","John de Aqua blanca","a9f931bc-1ed1-4309-bbdc-ff76879a18bb","Job","ff816994-9a27-4b6e-9004-9416d183946f","Principal"
"the scribe","Job","Bartholomew the scribe of Hereford","bcdcff9c-cff5-4d7b-943b-619a2b9bc9c9","Job","615be518-5ba1-4cd0-a66a-22823473b0be",""
"bishop of Hereford","Job","Richard, bishop of Hereford","076db33d-6b27-42e4-ac52-7f78691f47b8","Job","66d094c2-a968-4622-9b17-a3690d8d639e",""
"deacon","Job","Thomas de Dan","4c0acc08-cac8-48bc-9487-335a0b78ca39","Job","b08c7465-e4d0-48cf-83e4-16978b59f673",""
"Adam de Wythfeld","Neighbors","Hugh de Monyton","19c94daf-4266-4d30-af3c-d37c7bd4d1d1","","41691dbe-8eb5-41e6-a76e-319a50012860",""
"Adam de Wythfeld","Neighbors","John de Ros","19c94daf-4266-4d30-af3c-d37c7bd4d1d1","","f4386e27-78d7-475b-ab17-fcdcaa84eafc",""
"Hugh de Brehousa","Neighbors","John de la Pounde","b7d410d0-0c08-4466-8197-b809f45c40f4","","5a5494ff-b38e-4cbe-b856-b7df5e178d6f",""
"Hugh de Brehousa","Neighbors","John Lyhtfot","b7d410d0-0c08-4466-8197-b809f45c40f4","","047399c6-c4a4-4843-a892-d6e9ff2d7435",""
"Hugh de Brehousa","Neighbors","John Spark","b7d410d0-0c08-4466-8197-b809f45c40f4","","e4db6c49-666b-4f78-9fde-112262c2fa3d",""
"Hugh de Brehousa","Neighbors","William Ploume","b7d410d0-0c08-4466-8197-b809f45c40f4","","42f87324-48f1-4570-82e0-6fcfcf0b6724",""
"Hugh de Brehousa","Neighbors","John Lylye","b7d410d0-0c08-4466-8197-b809f45c40f4","","dd952faa-6100-4613-b794-1db23a959944",""
"Hugh de Brehousa","Neighbors","the prebend of Gorewalle","b7d410d0-0c08-4466-8197-b809f45c40f4","","74e67ae2-0104-4503-a1a5-f3ac0102d061","Office"
"Hugh de Brehousa","Neighbors","the bishop of Hereford","b7d410d0-0c08-4466-8197-b809f45c40f4","","a9743013-bbf2-488a-a534-c9106cb61a84","Office"
"Hugh de Brehousa","Neighbors","John Throm","b7d410d0-0c08-4466-8197-b809f45c40f4","","4219fe1d-3a1c-4f4a-b40c-180737e3a5d4",""
"Hugh de Brehousa","Neighbors","Thomas Theobaud","b7d410d0-0c08-4466-8197-b809f45c40f4","","74e1a249-00fb-4b77-ad17-fe298601f53e",""
"Hugh de Brehousa","Neighbors","the house of the lepers of Yeygne","b7d410d0-0c08-4466-8197-b809f45c40f4","","9ec96ba2-82c5-42f7-9710-7bdb6d575224","Building"
"Hugh de Brehousa","Neighbors","John de Maddeleye","b7d410d0-0c08-4466-8197-b809f45c40f4","","6a268b56-48bb-40d8-82f3-4c294931d990",""
"Hugh de Brehousa","Neighbors","John Pryde","b7d410d0-0c08-4466-8197-b809f45c40f4","","3722ed15-9bd0-442e-a412-fbfd5c519fcd",""
"Hugh de Brehousa","Neighbors","William Vynt","b7d410d0-0c08-4466-8197-b809f45c40f4","","69cbd349-94e5-4efa-965c-f1adf821b073",""
"Hugh de Brehousa","Neighbors","the dean and chapter of Hereford","b7d410d0-0c08-4466-8197-b809f45c40f4","","ca19b02b-1636-4b88-a205-4d204fb22290","Collective|Office"
"Hugh de Brehousa","Neighbors","Giles le Deyare","b7d410d0-0c08-4466-8197-b809f45c40f4","","2b5d967c-5d87-4fdb-8a33-a337a94de80e",""
"Hugh de Brehousa","Neighbors","William Ploume","b7d410d0-0c08-4466-8197-b809f45c40f4","","38f46223-566b-4eaa-87b3-5a63d69ad08b",""
"Hugh de Brehousa","Neighbors","Reginald Syward","b7d410d0-0c08-4466-8197-b809f45c40f4","","35285ec6-52b1-4089-a316-cff5538ef5d8",""
"Hugh de Brehousa","Neighbors","Matilda de Ledebur","b7d410d0-0c08-4466-8197-b809f45c40f4","","7c273f90-4cca-4fe7-92f0-58cc27982d04",""
"Hugh de Brehousa","Neighbors","Matilda de la Haye","b7d410d0-0c08-4466-8197-b809f45c40f4","","70e130b5-84ea-4391-bd1d-f30b5d3a8af6",""
